s	n_liftover_r2_snvs_with_mismatchrefallele	n_liftover_r2_homoplasmic_insertions_rel_to_grch38	n_liftover_r2_homoplasmic_deletions_rel_to_grch38	n_liftover_r2_heteroplasmic_indels_first_site_swapped_to_grch38	n_liftover_r2_heteroplasmic_deletions_with_internal_sites_swapped_to_grch38	n_liftover_r2_het_insertions_sharing_lhs_with_hom_ref_deletion	n_liftover_r2_heteroplasmic_deletions_sharing_lhs_with_homoplasmic_insertion_spanning_rhs	n_liftover_r2_heteroplasmic_deletions_spanning_only_lhs_of_homoplasmic_insertion	n_liftover_r2_sites_with_fancy_flip	n_liftover_r2_success_sites_flipped	n_liftover_r2_left_alignment_of_indels	n_liftover_r2_round2_failed_sites	n_liftover_r2_round2_fixed_sites	n_liftover_r2_round2_success_injected	n_liftover_r2_snvs_complex_liftover	n_liftover_r2_ref_insertion_new_haplos	n_liftover_r2_deletions_with_first_allele_and_internal_switches	n_liftover_r2_hom_dele_with_indels_reverted	n_liftover_r2_het_dele_span_insert_repaired_with_complex_rework	n_liftover_r2_het_deletions_span_insertions	n_liftover_r2_new_dupes_left_shift_failed	n_liftover_r2_fixed_indelStraddlesMultipleIntevals	n_liftover_r1_round1_failed_sites	n_liftover_changed_selfref_and_passed	n_liftover_r1_pass	n_liftover_r2_pass	mean_coverage	median_coverage	major_haplogroup	contamination	nuc_variants_pass	n_reads_unpaired_dropped	nuc_variants_dropped	mtdna_consensus_overlaps	nuc_consensus_overlaps
3665187_23193_0_0	35	0	1	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	36	0	138	174	641	651	K1c1g	0	504	22655	0	0	0
3608300_23193_0_0	13	1	0	0	0	0	0	0	1	1	0	0	14	0	0	0	0	0	0	0	0	0	14	0	74	88	923	932	HV0f	0	504	32058	0	0	0
3675807_23193_0_0	27	1	0	0	0	0	0	0	1	1	0	0	28	0	0	0	0	0	0	0	0	0	28	0	95	123	957	966	U5a1b1c1	0	514	29878	0	0	0
3636690_23193_0_0	11	3	0	0	0	0	0	0	2	2	0	0	14	1	0	1	0	0	0	0	0	0	13	0	108	121	1010	1023	H1e2c	0	546	32915	0	0	0
3676778_23193_0_0	27	1	0	0	0	0	0	0	1	1	0	0	28	0	0	0	0	0	0	0	0	0	28	0	103	131	1152	1159	U5a1a1c	0	458	30909	0	0	0
3611495_23193_0_0	10	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	10	0	144	154	717	728	H18	0	469	30701	0	0	0
3661246_23193_0_0	17	1	0	0	0	0	0	0	2	1	0	0	18	0	1	0	0	0	0	0	0	0	18	0	123	141	860	869	H6a1a2	0	496	32108	0	0	0
3642223_23193_0_0	35	1	0	0	0	0	0	0	1	1	0	0	36	0	0	0	0	0	0	0	0	0	36	0	107	143	860	872	J1b1a1	0	449	30966	0	0	0
3662572_23193_0_0	35	2	0	0	0	0	0	0	2	1	0	0	37	0	1	1	0	0	0	0	0	0	37	0	124	161	792	799	T2+150	0	567	24481	0	0	0
3603781_23193_0_0	10	3	0	0	0	0	0	0	1	1	0	0	13	0	0	1	0	0	0	0	0	0	13	0	190	203	740	749.5	H	0	459	24278	0	0	0
3622654_23193_0_0	34	2	1	0	0	0	0	0	2	1	0	0	37	0	1	1	0	0	0	0	0	0	37	0	120	157	798	815	L3e1	0	462	27815	0	0	0
3601646_23193_0_0	32	1	0	0	0	0	0	0	1	1	0	0	33	0	0	0	0	0	0	0	0	0	33	0	70	103	1605	1630	U5b2a2b1	0	584	26672	0	0	0
3690569_23193_0_0	18	1	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	19	0	64	83	934	942	H13a1a1a	0	540	28544	0	0	0
3650571_23193_0_0	35	1	0	0	0	0	0	0	1	1	0	0	36	0	0	0	0	0	0	0	0	0	36	0	106	142	983	1000	K1b2b	0	517	29543	0	0	0
3699016_23193_0_0	34	1	0	0	0	0	0	0	2	1	0	0	35	0	1	0	0	0	0	0	0	0	35	0	143	178	1125	1146	X2b4	0	480	31035	0	0	0
3664387_23193_0_0	35	1	0	0	1	0	0	0	2	1	0	0	37	0	1	0	0	0	0	0	0	0	37	0	68	105	1333	1348	W	0	499	25812	0	0	0
3699762_23193_0_0	37	2	1	0	1	0	0	0	3	1	1	0	41	0	2	0	0	0	0	0	0	0	41	0	173	214	933	943	T2+150	0	444	27229	0	0	0
3638258_23193_0_0	39	4	0	0	0	0	0	0	1	2	0	0	43	0	0	2	0	0	0	0	0	0	43	0	83	126	941	969	U2e1a1	0	520	34953	0	0	0
