s	n_liftover_r2_snvs_with_mismatchrefallele	n_liftover_r2_homoplasmic_insertions_rel_to_grch38	n_liftover_r2_homoplasmic_deletions_rel_to_grch38	n_liftover_r2_heteroplasmic_indels_first_site_swapped_to_grch38	n_liftover_r2_heteroplasmic_deletions_with_internal_sites_swapped_to_grch38	n_liftover_r2_het_insertions_sharing_lhs_with_hom_ref_deletion	n_liftover_r2_heteroplasmic_deletions_sharing_lhs_with_homoplasmic_insertion_spanning_rhs	n_liftover_r2_heteroplasmic_deletions_spanning_only_lhs_of_homoplasmic_insertion	n_liftover_r2_sites_with_fancy_flip	n_liftover_r2_success_sites_flipped	n_liftover_r2_left_alignment_of_indels	n_liftover_r2_round2_failed_sites	n_liftover_r2_round2_fixed_sites	n_liftover_r2_round2_success_injected	n_liftover_r2_snvs_complex_liftover	n_liftover_r2_ref_insertion_new_haplos	n_liftover_r2_deletions_with_first_allele_and_internal_switches	n_liftover_r2_hom_dele_with_indels_reverted	n_liftover_r2_het_dele_span_insert_repaired_with_complex_rework	n_liftover_r2_het_deletions_span_insertions	n_liftover_r2_new_dupes_left_shift_failed	n_liftover_r2_fixed_indelStraddlesMultipleIntevals	n_liftover_r1_round1_failed_sites	n_liftover_changed_selfref_and_passed	n_liftover_r1_pass	n_liftover_r2_pass	mean_coverage	median_coverage	major_haplogroup	contamination	nuc_variants_pass	n_reads_unpaired_dropped	nuc_variants_dropped	mtdna_consensus_overlaps	nuc_consensus_overlaps
1775139_23193_0_0	14	3	0	0	0	0	0	0	1	1	0	0	17	0	0	2	0	0	0	0	0	0	17	0	90	107	1100	1113	H1a1	0	506	29128	1	0	0
1791391_23193_0_0	34	1	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	35	0	110	145	802	812	T2g2	0	363	24738	0	0	0
1712946_23193_0_0	13	2	0	0	0	0	0	0	1	0	0	0	15	0	0	1	0	0	0	0	0	0	15	0	236	251	1082	1098	H1v	0	431	21363	0	0	0
1746469_23193_0_0	13	1	1	0	0	0	0	0	1	1	0	0	15	0	0	0	0	0	0	0	0	0	15	0	207	222	619	631	H5a1f	0	503	23396	0	0	0
1721051_23193_0_0	43	1	0	3	0	0	0	0	2	1	3	0	47	0	0	0	0	0	0	0	0	0	47	0	88	135	895	910	M1b1a	0	566	30566	0	0	0
1705602_23193_0_0	36	1	0	0	0	0	0	0	1	1	0	0	37	0	0	0	0	0	0	0	0	0	37	0	69	106	1305	1332	X2b6a	0	518	32841	0	0	0
1722678_23193_0_0	14	1	0	0	0	0	0	0	1	1	0	0	15	0	0	0	0	0	0	0	0	0	15	0	71	86	1025	1034	H27+16093	0	465	26065	0	0	0
1775056_23193_0_0	34	1	0	0	0	0	0	0	2	1	0	0	35	0	1	0	0	0	0	0	0	0	35	0	61	96	1263	1275	T2b	0	474	26126	0	0	0
1744561_23193_0_0	30	1	0	0	0	0	0	0	1	1	0	0	31	0	0	0	0	0	0	0	0	0	31	0	88	119	1187	1198	U3a1	0	499	37322	0	0	0
1767032_23193_0_0	36	2	0	0	0	0	0	0	1	1	0	0	38	0	0	1	0	0	0	0	0	0	38	0	148	186	890	902	J1b1a1	0	509	34345	0	0	0
1740579_23193_0_0	35	2	0	0	0	0	0	0	1	1	0	0	37	0	0	1	0	0	0	0	0	0	37	0	188	225	633	644	I2c	0	456	33058	0	0	0
1700118_23193_0_0	31	1	1	0	0	0	0	0	2	1	0	0	33	0	1	0	0	0	0	0	0	0	33	0	113	146	1036	1051	J1c2	0	503	29664	0	0	0
1782074_23193_0_0	37	1	0	0	0	0	0	0	2	1	0	0	38	0	1	0	0	0	0	0	0	0	38	0	93	131	943	954	K1a4a1b1	0	460	37081	0	0	0
1706155_23193_0_0	30	3	0	0	0	0	0	0	2	1	0	0	33	0	1	2	0	0	0	0	0	0	33	0	133	166	602	610	J1c3a2	0	478	32210	1	0	0
1788464_23193_0_0	27	3	0	0	0	0	0	0	1	0	0	0	30	0	0	2	0	0	0	0	0	0	30	0	99	129	1065	1081	U5a1a2a	0	496	30126	0	0	0
1731020_23193_0_0	13	1	0	0	0	0	0	0	1	1	0	0	14	0	0	0	0	0	0	0	0	0	14	0	93	107	1100	1118	H5b1	0	533	35659	0	0	0
1703921_23193_0_0	33	1	0	0	0	0	0	0	2	1	0	0	34	0	1	0	0	0	0	0	0	0	34	0	78	112	1137	1155	J1c1a	0	526	26070	0	0	0
1764771_23193_0_0	38	2	0	0	0	0	0	0	1	1	0	0	40	0	0	1	0	0	0	0	0	0	40	0	145	185	704	710	K1a1b2a1a	0	462	33063	1	0	0
