s	n_liftover_r2_snvs_with_mismatchrefallele	n_liftover_r2_homoplasmic_insertions_rel_to_grch38	n_liftover_r2_homoplasmic_deletions_rel_to_grch38	n_liftover_r2_heteroplasmic_indels_first_site_swapped_to_grch38	n_liftover_r2_heteroplasmic_deletions_with_internal_sites_swapped_to_grch38	n_liftover_r2_het_insertions_sharing_lhs_with_hom_ref_deletion	n_liftover_r2_heteroplasmic_deletions_sharing_lhs_with_homoplasmic_insertion_spanning_rhs	n_liftover_r2_heteroplasmic_deletions_spanning_only_lhs_of_homoplasmic_insertion	n_liftover_r2_sites_with_fancy_flip	n_liftover_r2_success_sites_flipped	n_liftover_r2_left_alignment_of_indels	n_liftover_r2_round2_failed_sites	n_liftover_r2_round2_fixed_sites	n_liftover_r2_round2_success_injected	n_liftover_r2_snvs_complex_liftover	n_liftover_r2_ref_insertion_new_haplos	n_liftover_r2_deletions_with_first_allele_and_internal_switches	n_liftover_r2_hom_dele_with_indels_reverted	n_liftover_r2_het_dele_span_insert_repaired_with_complex_rework	n_liftover_r2_het_deletions_span_insertions	n_liftover_r2_new_dupes_left_shift_failed	n_liftover_r2_fixed_indelStraddlesMultipleIntevals	n_liftover_r1_round1_failed_sites	n_liftover_changed_selfref_and_passed	n_liftover_r1_pass	n_liftover_r2_pass	mean_coverage	median_coverage	major_haplogroup	contamination	nuc_variants_pass	n_reads_unpaired_dropped	nuc_variants_dropped	mtdna_consensus_overlaps	nuc_consensus_overlaps
2302153_23193_0_0	35	2	1	1	0	0	0	0	2	1	1	0	39	0	0	1	0	0	0	0	0	0	39	0	126	165	688	697	T1a1	0	449	24980	0	0	0
2391709_23193_0_0	11	1	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	12	0	82	94	1074	1089	H3ap	0	432	31893	0	0	0
2310467_23193_0_0	33	3	0	0	0	0	0	0	3	1	0	0	36	1	1	1	0	0	0	0	0	0	35	0	125	160	944	956	U5b2c2b	0	486	25684	0	0	0
2350913_23193_0_0	9	1	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	10	0	125	135	781	786	H3aa	0	436	35124	0	0	0
2388119_23193_0_0	33	0	1	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	34	0	125	159	933	944	K1c1a	0	486	38901	0	0	0
2306902_23193_0_0	45	0	1	0	1	0	0	0	1	0	0	0	47	0	1	0	0	0	0	0	0	0	47	0	104	151	926	945	M2c	0	543	28978	0	0	0
2336583_23193_0_0	35	1	0	0	0	0	0	0	1	0	0	0	36	0	1	0	0	0	0	0	0	0	36	0	91	127	950	965	T2b31	0	494	24347	0	0	0
2384174_23193_0_0	43	2	0	0	0	0	0	0	1	1	0	0	45	0	0	1	0	0	0	0	0	0	45	0	169	214	636	651	J2a1a1e	0	582	27199	0	0	0
2393484_23193_0_0	9	2	0	0	0	0	0	0	1	1	0	0	11	0	0	0	0	0	0	0	0	0	11	0	70	81	885	896	H35	0	515	28144	0	0	0
2377797_23193_0_0	17	1	0	0	0	0	0	0	2	1	0	0	18	0	1	0	0	0	0	0	0	0	18	0	111	129	980	994	H6a1	0	448	31315	0	0	0
2339076_23193_0_0	12	1	0	0	0	0	0	0	1	1	0	0	13	0	0	0	0	0	0	0	0	0	13	0	60	73	1674	1700	H1b	0	440	28728	0	0	0
2325857_23193_0_0	10	1	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	11	0	133	144	834	845	H3+152	0	448	31708	0	0	0
2382065_23193_0_0	33	1	0	0	0	0	0	0	2	1	0	0	34	0	1	0	0	0	0	0	0	0	34	0	62	96	1258	1274	K1	0	423	30497	0	0	0
2364464_23193_0_0	36	2	0	0	0	0	0	0	1	2	0	0	38	0	0	0	0	0	0	0	0	0	38	0	62	100	1244	1271	U2e1a1	0	445	29981	0	0	0
2361944_23193_0_0	11	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	11	0	83	94	957	967	H5k	0	520	37880	0	0	0
2371758_23193_0_0	13	3	0	0	0	0	0	0	1	1	0	0	16	0	0	2	0	0	0	0	0	0	16	0	134	150	900	910	H1e8	0	488	25417	0	0	0
2348636_23193_0_0	13	2	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	15	0	133	148	975	987	H1n1b	0	581	28684	0	0	0
2357481_23193_0_0	33	3	0	0	0	0	0	0	1	1	0	0	36	1	0	1	0	0	0	0	0	0	35	0	155	190	708	720	K1b2a2	0	512	26238	0	0	0
