s	n_liftover_r2_snvs_with_mismatchrefallele	n_liftover_r2_homoplasmic_insertions_rel_to_grch38	n_liftover_r2_homoplasmic_deletions_rel_to_grch38	n_liftover_r2_heteroplasmic_indels_first_site_swapped_to_grch38	n_liftover_r2_heteroplasmic_deletions_with_internal_sites_swapped_to_grch38	n_liftover_r2_het_insertions_sharing_lhs_with_hom_ref_deletion	n_liftover_r2_heteroplasmic_deletions_sharing_lhs_with_homoplasmic_insertion_spanning_rhs	n_liftover_r2_heteroplasmic_deletions_spanning_only_lhs_of_homoplasmic_insertion	n_liftover_r2_sites_with_fancy_flip	n_liftover_r2_success_sites_flipped	n_liftover_r2_left_alignment_of_indels	n_liftover_r2_round2_failed_sites	n_liftover_r2_round2_fixed_sites	n_liftover_r2_round2_success_injected	n_liftover_r2_snvs_complex_liftover	n_liftover_r2_ref_insertion_new_haplos	n_liftover_r2_deletions_with_first_allele_and_internal_switches	n_liftover_r2_hom_dele_with_indels_reverted	n_liftover_r2_het_dele_span_insert_repaired_with_complex_rework	n_liftover_r2_het_deletions_span_insertions	n_liftover_r2_new_dupes_left_shift_failed	n_liftover_r2_fixed_indelStraddlesMultipleIntevals	n_liftover_r1_round1_failed_sites	n_liftover_changed_selfref_and_passed	n_liftover_r1_pass	n_liftover_r2_pass	mean_coverage	median_coverage	major_haplogroup	contamination	nuc_variants_pass	n_reads_unpaired_dropped	nuc_variants_dropped	mtdna_consensus_overlaps	nuc_consensus_overlaps
2285483_23193_0_0	11	2	0	0	0	0	0	0	1	1	0	0	13	0	0	1	0	0	0	0	0	0	13	0	60	73	1034	1049	H1a3	0	459	21455	0	0	0
2226145_23193_0_0	15	1	0	0	0	0	0	0	1	2	0	0	16	0	0	0	0	0	0	0	0	0	16	0	93	109	942	955	H13a1a1a	0	546	34047	0	0	0
2252042_23193_0_0	11	1	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	12	0	60	72	1347	1373	H1g1	0	471	27999	0	0	0
2261005_23193_0_0	34	3	1	0	0	0	0	0	1	1	0	0	38	0	0	1	0	0	0	0	0	0	38	0	165	203	888	898	W1+119	0	476	33046	0	0	0
2272574_23193_0_0	36	3	0	0	0	0	0	0	2	2	0	0	39	0	2	2	0	0	0	0	0	0	39	0	196	235	483	484	K1a1b1	0	501	31030	0	0	0
2235651_23193_0_0	32	1	0	0	0	0	0	0	1	1	0	0	33	0	0	0	0	0	0	0	0	0	33	0	93	126	1099	1116	U3a1c1	0	488	32687	0	0	0
2203277_23193_0_0	34	2	0	0	0	0	0	0	2	1	0	0	36	0	1	0	0	0	0	0	0	0	36	0	123	159	826	838	K1a4d	0	554	28989	0	0	0
2262767_23193_0_0	10	2	0	0	0	0	0	0	1	1	0	0	12	0	0	0	0	0	0	0	0	0	12	0	94	106	968	975	H5b	0	517	28652	0	0	0
2232016_23193_0_0	12	1	0	0	0	0	0	0	1	1	0	0	13	0	0	0	0	0	0	0	0	0	13	0	78	91	1334	1352	H1cc	0	499	31661	0	0	0
2292932_23193_0_0	31	1	0	0	0	0	0	0	1	1	0	0	32	0	0	0	0	0	0	0	0	0	32	0	114	146	1042	1052	J1c5f	0	453	25103	0	0	0
2274532_23193_0_0	30	1	0	0	0	0	0	0	1	1	0	0	31	0	0	0	0	0	0	0	0	0	31	0	79	110	1066	1081	U5a1a1g	0	466	26007	0	0	0
2293314_23193_0_0	35	1	0	0	1	0	0	0	1	1	1	0	37	0	0	0	0	0	0	0	0	0	37	0	149	186	725	734	T2a1b1a	0	325	24501	0	0	0
2299416_23193_0_0	40	1	1	0	0	0	0	0	3	2	0	0	42	0	1	0	0	0	0	0	0	0	42	0	214	256	907	917	L3f1b1a	0	519	29829	0	0	0
2202106_23193_0_0	30	1	0	0	0	0	0	0	2	1	0	0	31	0	1	0	0	0	0	0	0	0	31	0	109	140	1243	1261	J1c9	0	458	26073	0	0	0
2262477_23193_0_0	14	2	0	0	0	0	0	0	1	2	0	0	16	0	0	1	0	0	0	0	0	0	16	0	129	145	1153	1164	V3c	0	484	36995	0	0	0
2285798_23193_0_0	26	1	0	0	0	0	0	0	2	1	0	0	27	0	1	0	0	0	0	0	0	0	27	0	104	131	986	1004	U5b3	0	432	27727	0	0	0
5497333_23193_0_0	18	1	1	0	0	0	0	0	3	1	0	0	20	0	2	0	0	0	0	0	0	0	20	0	67	87	1106	1127	H11a2a	0	553	40787	0	0	0
5446516_23193_0_0	36	2	0	0	0	0	0	0	1	2	0	0	38	0	0	0	0	0	0	0	0	0	38	0	260	298	1021	1032	U5b2c	0	455	27646	0	0	0
