s	n_liftover_r2_snvs_with_mismatchrefallele	n_liftover_r2_homoplasmic_insertions_rel_to_grch38	n_liftover_r2_homoplasmic_deletions_rel_to_grch38	n_liftover_r2_heteroplasmic_indels_first_site_swapped_to_grch38	n_liftover_r2_heteroplasmic_deletions_with_internal_sites_swapped_to_grch38	n_liftover_r2_het_insertions_sharing_lhs_with_hom_ref_deletion	n_liftover_r2_heteroplasmic_deletions_sharing_lhs_with_homoplasmic_insertion_spanning_rhs	n_liftover_r2_heteroplasmic_deletions_spanning_only_lhs_of_homoplasmic_insertion	n_liftover_r2_sites_with_fancy_flip	n_liftover_r2_success_sites_flipped	n_liftover_r2_left_alignment_of_indels	n_liftover_r2_round2_failed_sites	n_liftover_r2_round2_fixed_sites	n_liftover_r2_round2_success_injected	n_liftover_r2_snvs_complex_liftover	n_liftover_r2_ref_insertion_new_haplos	n_liftover_r2_deletions_with_first_allele_and_internal_switches	n_liftover_r2_hom_dele_with_indels_reverted	n_liftover_r2_het_dele_span_insert_repaired_with_complex_rework	n_liftover_r2_het_deletions_span_insertions	n_liftover_r2_new_dupes_left_shift_failed	n_liftover_r2_fixed_indelStraddlesMultipleIntevals	n_liftover_r1_round1_failed_sites	n_liftover_changed_selfref_and_passed	n_liftover_r1_pass	n_liftover_r2_pass	mean_coverage	median_coverage	major_haplogroup	contamination	nuc_variants_pass	n_reads_unpaired_dropped	nuc_variants_dropped	mtdna_consensus_overlaps	nuc_consensus_overlaps
4807623_23193_0_0	35	3	0	0	0	0	0	0	1	1	0	0	38	0	0	2	0	0	0	0	0	0	38	0	112	150	811	821	K1a1b1a	0	500	31262	0	0	0
4872798_23193_0_0	10	1	0	0	0	0	0	0	1	1	0	0	11	0	0	0	0	0	0	0	0	0	11	0	114	125	658	667	H3	0	534	24822	0	0	0
4830173_23193_0_0	33	1	0	0	0	0	0	0	1	1	0	0	34	0	0	0	0	0	0	0	0	0	34	0	52	86	1269	1283	J1c2	0	463	28970	0	0	0
4805514_23193_0_0	8	1	0	0	0	0	0	0	1	1	0	0	9	0	0	0	0	0	0	0	0	0	9	0	95	104	1039	1053	H2a2a1	0	569	25859	0	0	0
4877075_23193_0_0	11	2	0	0	0	0	0	0	1	1	0	0	13	0	0	0	0	0	0	0	0	0	13	0	118	131	868	876	H7d2a	0	494	33769	0	0	0
4849059_23193_0_0	30	2	1	0	0	0	0	0	1	2	0	0	33	0	0	1	0	0	0	0	0	0	33	0	115	148	899	910	A14	0	443	26289	0	0	0
4832528_23193_0_0	30	0	1	0	0	0	0	0	1	0	0	0	31	0	1	0	0	0	0	0	0	0	31	0	84	115	1117	1128	A1a	0	394	34837	0	0	0
4884716_23193_0_0	39	1	0	0	0	0	0	0	2	1	0	0	40	0	1	0	0	0	0	0	0	0	40	0	109	149	945	956	T2b	0	560	33187	0	0	0
4878208_23193_0_0	17	2	0	0	1	0	0	0	1	1	1	0	20	0	0	1	0	0	0	0	0	0	20	0	152	172	650	658	H1q	0	616	31999	0	0	0
4845468_23193_0_0	35	1	0	0	0	0	0	0	1	2	0	0	36	0	0	0	0	0	0	0	0	0	36	0	96	132	883	896	J2b1a4	0	507	34831	0	0	0
4881661_23193_0_0	31	1	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	32	0	113	145	863	871	U4b2a1a	0	531	30524	0	0	0
4810020_23193_0_0	28	2	0	0	0	0	0	0	1	1	0	0	30	0	0	1	0	0	0	0	0	0	30	0	142	172	986	1008	X2c1a	0	501	31898	0	0	0
4895223_23193_0_0	33	1	0	0	0	0	0	0	1	1	0	0	34	0	0	0	0	0	0	0	0	0	34	0	114	148	720	735	U4a1a	0	551	23515	0	0	0
4819119_23193_0_0	11	1	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	12	0	135	147	854	873	H55b	0	487	35939	0	0	0
4831011_23193_0_0	37	1	0	0	1	0	0	0	3	1	1	0	39	0	2	0	0	0	0	0	0	0	39	0	117	156	797	810	T1a1'3	0	478	28631	0	0	0
4812736_23193_0_0	32	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	32	0	134	166	988	991	J1c2	0	506	29853	0	0	0
4866950_23193_0_0	40	2	0	0	0	0	0	0	1	1	0	0	42	0	0	1	0	0	0	0	0	0	42	0	123	165	1169	1201	U2e1f1	0	534	34064	0	0	0
4835483_23193_0_0	27	1	0	0	0	0	0	0	1	1	0	0	28	0	0	0	0	0	0	0	0	0	28	0	76	104	967	978	U3b	0	459	33642	0	0	0
