s	n_liftover_r2_snvs_with_mismatchrefallele	n_liftover_r2_homoplasmic_insertions_rel_to_grch38	n_liftover_r2_homoplasmic_deletions_rel_to_grch38	n_liftover_r2_heteroplasmic_indels_first_site_swapped_to_grch38	n_liftover_r2_heteroplasmic_deletions_with_internal_sites_swapped_to_grch38	n_liftover_r2_het_insertions_sharing_lhs_with_hom_ref_deletion	n_liftover_r2_heteroplasmic_deletions_sharing_lhs_with_homoplasmic_insertion_spanning_rhs	n_liftover_r2_heteroplasmic_deletions_spanning_only_lhs_of_homoplasmic_insertion	n_liftover_r2_sites_with_fancy_flip	n_liftover_r2_success_sites_flipped	n_liftover_r2_left_alignment_of_indels	n_liftover_r2_round2_failed_sites	n_liftover_r2_round2_fixed_sites	n_liftover_r2_round2_success_injected	n_liftover_r2_snvs_complex_liftover	n_liftover_r2_ref_insertion_new_haplos	n_liftover_r2_deletions_with_first_allele_and_internal_switches	n_liftover_r2_hom_dele_with_indels_reverted	n_liftover_r2_het_dele_span_insert_repaired_with_complex_rework	n_liftover_r2_het_deletions_span_insertions	n_liftover_r2_new_dupes_left_shift_failed	n_liftover_r2_fixed_indelStraddlesMultipleIntevals	n_liftover_r1_round1_failed_sites	n_liftover_changed_selfref_and_passed	n_liftover_r1_pass	n_liftover_r2_pass	mean_coverage	median_coverage	major_haplogroup	contamination	nuc_variants_pass	n_reads_unpaired_dropped	nuc_variants_dropped	mtdna_consensus_overlaps	nuc_consensus_overlaps
3030956_23193_0_0	15	1	0	0	0	0	0	0	1	1	0	0	16	0	0	0	0	0	0	0	0	0	16	0	74	90	1310	1331	H30a	0	440	44180	0	0	0
3003351_23193_0_0	12	1	0	0	0	0	0	0	1	1	0	0	13	0	0	0	0	0	0	0	0	0	13	0	30	43	1515	1535	H27	0	401	41014	0	0	0
3031770_23193_0_0	29	2	0	0	0	0	0	0	1	1	0	0	31	0	0	1	0	0	0	0	0	0	31	0	49	80	1078	1093	U5a1b3	0	454	48313	0	0	0
3012705_23193_0_0	35	1	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	36	0	82	118	1261	1278	K1a4a1b	0	458	44142	0	0	0
1997348_23193_0_0	33	1	0	0	0	0	0	0	1	2	0	0	34	0	0	0	0	0	0	0	0	0	34	0	61	95	1172	1186	K1a3a4	0	576	30254	0	0	0
1961848_23193_0_0	34	1	0	0	0	0	0	0	1	1	0	0	35	0	0	0	0	0	0	0	0	0	35	0	248	283	573	578	U3a2a	0	463	24934	0	0	0
1903379_23193_0_0	27	1	0	0	0	0	0	0	2	1	0	0	28	0	1	0	0	0	0	0	0	0	28	0	170	198	1020	1034	J1c8a	0	481	32103	0	0	0
1954823_23193_0_0	31	0	0	0	1	0	0	0	0	0	1	0	32	0	0	0	0	0	0	0	0	0	32	0	142	174	686	694	T2b	0	420	23193	0	0	0
1972464_23193_0_0	17	1	0	0	1	0	0	0	2	1	0	0	19	0	1	0	0	1	0	0	0	0	19	0	107	126	1037	1043	H11a2a	0.013	428	24664	0	0	0
1901462_23193_0_0	11	1	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	12	0	71	83	1524	1546	H18b	0	503	36882	0	0	0
1964251_23193_0_0	33	1	0	0	0	0	0	0	1	1	0	0	34	0	0	0	0	0	0	0	0	0	34	0	80	114	1089	1108	J2b1a	0	426	26455	0	0	0
1921326_23193_0_0	18	1	0	0	0	0	0	0	2	1	0	0	19	0	1	0	0	0	0	0	0	0	19	0	155	174	664	670	V	0	432	28979	0	0	0
1929733_23193_0_0	37	3	0	0	0	0	0	0	1	2	0	0	40	0	0	2	0	0	0	0	0	0	40	0	142	182	666	672	K1a3a1b	0	380	23596	0	0	0
1972810_23193_0_0	32	1	1	0	0	0	0	0	1	1	0	0	34	0	0	0	0	0	0	0	0	0	34	0	161	195	743	752	U2c	0	518	28227	0	0	0
1913299_23193_0_0	54	1	0	0	0	0	0	0	1	1	0	0	55	0	0	0	0	0	0	0	0	0	55	0	24	79	2215	2244	L2a1a2	0	532	28040	0	0	0
1936232_23193_0_0	25	3	1	0	0	0	0	0	1	1	0	0	29	0	0	2	0	0	0	0	0	0	29	0	128	157	759	772	U5b1d1	0	456	23351	1	0	0
1907693_23193_0_0	35	1	2	0	0	0	0	0	1	1	0	0	38	0	0	0	0	0	0	0	0	0	38	0	79	117	1075	1091	K1c2	0	481	26084	0	0	0
1964346_23193_0_0	14	3	0	0	0	0	0	0	1	1	0	0	17	0	0	1	0	0	0	0	0	0	17	0	137	154	742	750	H6a1a5	0	388	26973	0	0	0
