s	n_liftover_r2_snvs_with_mismatchrefallele	n_liftover_r2_homoplasmic_insertions_rel_to_grch38	n_liftover_r2_homoplasmic_deletions_rel_to_grch38	n_liftover_r2_heteroplasmic_indels_first_site_swapped_to_grch38	n_liftover_r2_heteroplasmic_deletions_with_internal_sites_swapped_to_grch38	n_liftover_r2_het_insertions_sharing_lhs_with_hom_ref_deletion	n_liftover_r2_heteroplasmic_deletions_sharing_lhs_with_homoplasmic_insertion_spanning_rhs	n_liftover_r2_heteroplasmic_deletions_spanning_only_lhs_of_homoplasmic_insertion	n_liftover_r2_sites_with_fancy_flip	n_liftover_r2_success_sites_flipped	n_liftover_r2_left_alignment_of_indels	n_liftover_r2_round2_failed_sites	n_liftover_r2_round2_fixed_sites	n_liftover_r2_round2_success_injected	n_liftover_r2_snvs_complex_liftover	n_liftover_r2_ref_insertion_new_haplos	n_liftover_r2_deletions_with_first_allele_and_internal_switches	n_liftover_r2_hom_dele_with_indels_reverted	n_liftover_r2_het_dele_span_insert_repaired_with_complex_rework	n_liftover_r2_het_deletions_span_insertions	n_liftover_r2_new_dupes_left_shift_failed	n_liftover_r2_fixed_indelStraddlesMultipleIntevals	n_liftover_r1_round1_failed_sites	n_liftover_changed_selfref_and_passed	n_liftover_r1_pass	n_liftover_r2_pass	mean_coverage	median_coverage	major_haplogroup	contamination	nuc_variants_pass	n_reads_unpaired_dropped	nuc_variants_dropped	mtdna_consensus_overlaps	nuc_consensus_overlaps
4207587_23193_0_0	12	4	1	0	0	0	0	0	1	2	0	0	17	0	0	3	0	0	0	0	0	0	17	0	141	158	709	720	H5	0	479	33241	0	0	0
4217155_23193_0_0	34	1	1	0	0	0	0	0	1	1	0	0	36	0	0	0	0	0	0	0	0	0	36	0	126	162	1112	1125	K1c1b	0	503	28437	0	0	0
4218495_23193_0_0	13	1	0	0	0	0	0	0	1	1	0	0	14	0	0	0	0	0	0	0	0	0	14	0	43	57	1526	1546	H3h7	0	412	33469	0	0	0
4234589_23193_0_0	40	1	0	0	0	0	0	0	1	2	0	0	41	0	0	0	0	0	0	0	0	0	41	0	135	176	776	783	K1b1a1d	0	434	37026	0	0	0
4207176_23193_0_0	6	1	0	0	1	0	0	0	0	0	1	0	8	0	0	0	0	0	0	0	0	0	8	0	106	114	1105	1122	H2a2b4	0.015	462	38265	0	0	0
4239505_23193_0_0	28	1	0	0	0	0	0	0	1	2	0	0	29	0	0	0	0	0	0	0	0	0	29	0	197	226	831	852	U5b1+16189+@16192	0	447	30228	0	0	0
4920859_23193_0_0	34	1	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	35	0	104	139	856	867	I4a	0	520	25966	0	0	0
4979101_23193_0_0	15	1	0	0	0	0	0	0	1	1	0	0	16	0	0	0	0	0	0	0	0	0	16	0	125	141	710	721	H3g1	0	387	35296	0	0	0
4914040_23193_0_0	10	1	0	0	0	0	0	0	1	1	0	0	11	0	0	0	0	0	0	0	0	0	11	0	86	97	930	940	H1c2	0	441	35739	0	0	0
4907349_23193_0_0	38	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	38	0	89	127	901	911	J1b1a1e	0	490	30785	0	0	0
4965189_23193_0_0	32	1	1	0	0	0	0	0	1	1	0	0	34	0	0	0	0	0	0	0	0	0	34	0	109	143	1039	1052	K1c1b	0	450	30762	0	0	0
4993057_23193_0_0	12	1	0	0	0	0	0	0	1	2	0	0	13	0	0	0	0	0	0	0	0	0	13	0	104	117	769	778	HV4a2a	0	478	34180	0	0	0
4961238_23193_0_0	35	1	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	36	0	65	101	978	992	I2a	0	648	29746	0	0	0
4903891_23193_0_0	19	1	0	0	0	0	0	0	2	2	0	0	20	0	1	0	0	0	0	0	0	0	20	0	85	105	1073	1090	H13a1a1a	0	537	27980	0	0	0
4967959_23193_0_0	29	2	0	0	0	0	0	0	1	1	0	0	31	0	0	1	0	0	0	0	0	0	31	0	112	143	1114	1127	U5a1b1f	0	447	31455	0	0	0
4943466_23193_0_0	11	2	0	0	0	0	0	0	1	2	0	0	13	0	0	1	0	0	0	0	0	0	13	0	99	112	952	965	H1+16311	0	491	33873	0	0	0
4933107_23193_0_0	36	2	0	0	0	0	0	0	2	2	0	0	38	0	1	1	0	0	0	0	0	0	38	0	91	129	941	953	K1a4a1b2	0	442	28307	0	0	0
4968792_23193_0_0	13	1	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	14	0	96	110	981	990	H1i2a	0	442	35774	0	0	0
