s	n_liftover_r2_snvs_with_mismatchrefallele	n_liftover_r2_homoplasmic_insertions_rel_to_grch38	n_liftover_r2_homoplasmic_deletions_rel_to_grch38	n_liftover_r2_heteroplasmic_indels_first_site_swapped_to_grch38	n_liftover_r2_heteroplasmic_deletions_with_internal_sites_swapped_to_grch38	n_liftover_r2_het_insertions_sharing_lhs_with_hom_ref_deletion	n_liftover_r2_heteroplasmic_deletions_sharing_lhs_with_homoplasmic_insertion_spanning_rhs	n_liftover_r2_heteroplasmic_deletions_spanning_only_lhs_of_homoplasmic_insertion	n_liftover_r2_sites_with_fancy_flip	n_liftover_r2_success_sites_flipped	n_liftover_r2_left_alignment_of_indels	n_liftover_r2_round2_failed_sites	n_liftover_r2_round2_fixed_sites	n_liftover_r2_round2_success_injected	n_liftover_r2_snvs_complex_liftover	n_liftover_r2_ref_insertion_new_haplos	n_liftover_r2_deletions_with_first_allele_and_internal_switches	n_liftover_r2_hom_dele_with_indels_reverted	n_liftover_r2_het_dele_span_insert_repaired_with_complex_rework	n_liftover_r2_het_deletions_span_insertions	n_liftover_r2_new_dupes_left_shift_failed	n_liftover_r2_fixed_indelStraddlesMultipleIntevals	n_liftover_r1_round1_failed_sites	n_liftover_changed_selfref_and_passed	n_liftover_r1_pass	n_liftover_r2_pass	mean_coverage	median_coverage	major_haplogroup	contamination	nuc_variants_pass	n_reads_unpaired_dropped	nuc_variants_dropped	mtdna_consensus_overlaps	nuc_consensus_overlaps
1666720_23193_0_0	14	1	0	0	0	0	0	0	1	1	0	0	15	0	0	0	0	0	0	0	0	0	15	0	251	266	632	640	H1a1a1	0	438	22713	0	0	0
1657929_23193_0_0	41	2	0	0	1	0	0	0	1	1	0	0	44	0	0	1	0	0	0	0	0	0	44	0	102	146	816	828	J2a1a1a2	0	442	25467	0	0	0
1697926_23193_0_0	36	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	36	0	105	141	795	808	U5b2b3a1a	0	525	29988	1	0	0
1637372_23193_0_0	11	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	11	0	106	117	783	789	H1c1	0	441	32773	1	0	0
1644650_23193_0_0	38	1	0	0	0	0	0	0	1	1	0	0	39	0	0	0	0	0	0	0	0	0	39	0	135	174	880	893	J2a1a1	0	461	37867	0	0	0
1691243_23193_0_0	17	1	1	0	0	0	0	0	1	1	0	0	19	0	0	0	0	0	0	0	0	0	19	0	24	43	1787	1818	H4a1c1a	0	539	32002	0	0	0
1661182_23193_0_0	26	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	26	0	82	108	941	955	U5a2c1	0	444	33611	0	0	0
1646428_23193_0_0	27	1	0	0	0	0	0	0	3	1	0	0	28	0	2	0	0	0	0	0	0	0	28	0	88	116	1100	1108	U2a1a	0	484	27413	1	0	0
1678738_23193_0_0	14	1	0	0	0	0	0	0	1	1	0	0	15	0	0	0	0	0	0	0	0	0	15	0	139	154	809	817	H1a6	0	411	28411	0	0	0
1631993_23193_0_0	33	1	0	0	0	0	0	0	1	1	0	0	34	0	0	0	0	0	0	0	0	0	34	0	123	157	891	904	T2b4b	0	372	39219	1	0	0
1683160_23193_0_0	29	1	0	0	0	0	0	0	1	1	0	0	30	0	0	0	0	0	0	0	0	0	30	0	107	137	867	879	U5a1i1	0	506	23678	0	0	0
1689757_23193_0_0	10	1	0	0	0	0	0	0	1	1	0	0	11	0	0	0	0	0	0	0	0	0	11	0	206	217	590	595	H3	0	482	29071	0	0	0
1628025_23193_0_0	9	1	0	0	0	0	0	0	1	2	0	0	10	0	0	0	0	0	0	0	0	0	10	0	79	89	1268	1287	H2a1d	0	579	37499	0	0	0
1605535_23193_0_0	35	1	0	0	0	0	0	0	1	1	0	0	36	0	0	0	0	0	0	0	0	0	36	0	149	185	800	811	T2a1a2	0	489	30671	1	0	0
1623491_23193_0_0	7	1	0	0	0	0	0	0	1	1	0	0	8	0	0	0	0	0	0	0	0	0	8	0	70	78	1164	1186	H2a2b	0	454	30089	1	0	0
1664469_23193_0_0	26	1	0	0	0	0	0	0	1	1	0	0	27	0	0	0	0	0	0	0	0	0	27	0	153	180	896	909	U5a2a2	0	492	26109	0	0	0
1675494_23193_0_0	12	2	0	0	0	0	0	0	1	2	0	0	14	0	0	1	0	0	0	0	0	0	14	0	136	150	870	882	H1a1	0	381	26350	0	0	0
1606786_23193_0_0	32	2	1	0	0	0	0	0	2	2	0	0	35	0	1	1	0	0	0	0	0	0	35	0	185	220	703	714	U5a1a1	0	498	20498	0	0	0
