s	n_liftover_r2_snvs_with_mismatchrefallele	n_liftover_r2_homoplasmic_insertions_rel_to_grch38	n_liftover_r2_homoplasmic_deletions_rel_to_grch38	n_liftover_r2_heteroplasmic_indels_first_site_swapped_to_grch38	n_liftover_r2_heteroplasmic_deletions_with_internal_sites_swapped_to_grch38	n_liftover_r2_het_insertions_sharing_lhs_with_hom_ref_deletion	n_liftover_r2_heteroplasmic_deletions_sharing_lhs_with_homoplasmic_insertion_spanning_rhs	n_liftover_r2_heteroplasmic_deletions_spanning_only_lhs_of_homoplasmic_insertion	n_liftover_r2_sites_with_fancy_flip	n_liftover_r2_success_sites_flipped	n_liftover_r2_left_alignment_of_indels	n_liftover_r2_round2_failed_sites	n_liftover_r2_round2_fixed_sites	n_liftover_r2_round2_success_injected	n_liftover_r2_snvs_complex_liftover	n_liftover_r2_ref_insertion_new_haplos	n_liftover_r2_deletions_with_first_allele_and_internal_switches	n_liftover_r2_hom_dele_with_indels_reverted	n_liftover_r2_het_dele_span_insert_repaired_with_complex_rework	n_liftover_r2_het_deletions_span_insertions	n_liftover_r2_new_dupes_left_shift_failed	n_liftover_r2_fixed_indelStraddlesMultipleIntevals	n_liftover_r1_round1_failed_sites	n_liftover_changed_selfref_and_passed	n_liftover_r1_pass	n_liftover_r2_pass	mean_coverage	median_coverage	major_haplogroup	contamination	nuc_variants_pass	n_reads_unpaired_dropped	nuc_variants_dropped	mtdna_consensus_overlaps	nuc_consensus_overlaps
4051120_23193_0_0	15	2	0	0	0	0	0	0	1	1	0	0	17	0	0	1	0	0	0	0	0	0	17	0	292	309	888	895	V	0	425	27087	0	0	0
4012542_23193_0_0	10	1	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	11	0	91	102	773	786	H3+16189	0	441	31436	0	0	0
4008750_23193_0_0	14	1	0	0	0	0	0	0	1	1	0	0	15	0	0	0	0	0	0	0	0	0	15	0	102	117	1130	1142	H5b	0	499	27441	0	0	0
4028571_23193_0_0	38	1	0	0	0	0	0	0	1	1	0	0	39	0	0	0	0	0	0	0	0	0	39	0	47	86	1796	1820	T2a1b1a1	0	495	25635	0	0	0
4045047_23193_0_0	13	1	0	0	0	0	0	0	1	2	0	0	14	0	0	0	0	0	0	0	0	0	14	0	129	143	750	763	H11a	0	560	26636	0	0	0
4038939_23193_0_0	33	2	0	0	0	0	0	0	1	1	0	0	35	0	0	0	0	0	0	0	0	0	35	0	52	87	1556	1569	K1a+195	0	440	35790	0	0	0
4077023_23193_0_0	34	2	0	0	0	0	0	0	2	2	0	0	36	0	1	0	0	0	0	0	0	0	36	0	196	232	740	752	T2b4	0	481	29143	0	0	0
4080262_23193_0_0	43	2	0	0	0	0	0	0	1	1	0	0	45	0	0	0	0	0	0	0	0	0	45	0	84	129	853	869	I1a1d	0	509	31610	0	0	0
4062095_23193_0_0	36	1	1	0	1	0	0	0	1	1	1	0	39	0	0	0	0	0	0	0	0	0	39	0	147	186	749	760	T2b7a	0	448	26077	0	0	0
4004837_23193_0_0	31	1	0	0	0	0	0	0	1	1	0	0	32	0	0	0	0	0	0	0	0	0	32	0	59	91	1150	1166	K2a	0	372	27053	0	0	0
4051091_23193_0_0	35	1	0	0	0	0	0	0	1	1	0	0	36	0	0	0	0	0	0	0	0	0	36	0	259	295	681	689	J2b1a	0	554	20984	0	0	0
4083886_23193_0_0	17	3	0	0	0	0	0	0	1	2	0	0	20	0	0	2	0	0	0	0	0	0	20	0	131	151	747	754	V10b	0	425	29760	0	0	0
4026185_23193_0_0	18	2	1	0	0	0	0	0	1	1	0	0	21	0	0	0	0	0	0	0	0	0	21	0	160	181	745	755	R0a	0	444	30215	0	0	0
4034691_23193_0_0	41	3	0	0	0	0	0	0	1	0	0	0	44	1	0	1	0	0	0	0	0	0	43	0	53	96	1409	1431	K1b1a1d1	0	507	33874	0	0	0
4061565_23193_0_0	9	1	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	10	0	103	113	1060	1076	H56	0	449	23521	0	0	0
4024523_23193_0_0	10	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	10	0	93	103	797	807	H5k	0	466	31542	1	0	0
4086533_23193_0_0	38	0	0	0	0	0	0	0	1	0	0	0	38	0	1	0	0	0	0	0	0	0	38	0	165	203	1090	1099	J1b1a1e	0	500	32881	0	0	0
4026566_23193_0_0	33	4	0	0	0	0	0	0	2	1	0	0	37	0	1	1	0	0	0	0	0	0	37	0	127	164	909	929	U5b2b4a	0	499	31680	0	0	0
