s	n_liftover_r2_snvs_with_mismatchrefallele	n_liftover_r2_homoplasmic_insertions_rel_to_grch38	n_liftover_r2_homoplasmic_deletions_rel_to_grch38	n_liftover_r2_heteroplasmic_indels_first_site_swapped_to_grch38	n_liftover_r2_heteroplasmic_deletions_with_internal_sites_swapped_to_grch38	n_liftover_r2_het_insertions_sharing_lhs_with_hom_ref_deletion	n_liftover_r2_heteroplasmic_deletions_sharing_lhs_with_homoplasmic_insertion_spanning_rhs	n_liftover_r2_heteroplasmic_deletions_spanning_only_lhs_of_homoplasmic_insertion	n_liftover_r2_sites_with_fancy_flip	n_liftover_r2_success_sites_flipped	n_liftover_r2_left_alignment_of_indels	n_liftover_r2_round2_failed_sites	n_liftover_r2_round2_fixed_sites	n_liftover_r2_round2_success_injected	n_liftover_r2_snvs_complex_liftover	n_liftover_r2_ref_insertion_new_haplos	n_liftover_r2_deletions_with_first_allele_and_internal_switches	n_liftover_r2_hom_dele_with_indels_reverted	n_liftover_r2_het_dele_span_insert_repaired_with_complex_rework	n_liftover_r2_het_deletions_span_insertions	n_liftover_r2_new_dupes_left_shift_failed	n_liftover_r2_fixed_indelStraddlesMultipleIntevals	n_liftover_r1_round1_failed_sites	n_liftover_changed_selfref_and_passed	n_liftover_r1_pass	n_liftover_r2_pass	mean_coverage	median_coverage	major_haplogroup	contamination	nuc_variants_pass	n_reads_unpaired_dropped	nuc_variants_dropped	mtdna_consensus_overlaps	nuc_consensus_overlaps
3719287_23193_0_0	32	2	1	0	0	0	0	0	1	1	0	0	35	0	0	1	0	0	0	0	0	0	35	0	87	122	981	990	J1c5c1	0	537	34607	0	0	0
3719947_23193_0_0	12	3	0	0	0	0	0	0	1	1	0	0	15	0	0	2	0	0	0	0	0	0	15	0	106	121	795	808	H1at1a	0	436	31078	0	0	0
3756637_23193_0_0	30	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	30	0	113	143	923	937	J1c5e	0	526	26321	1	0	0
3797909_23193_0_0	27	2	0	0	0	0	0	0	1	1	0	0	29	0	0	1	0	0	0	0	0	0	29	0	106	135	862	873	J1c3g	0	548	29448	0	0	0
3715877_23193_0_0	12	2	1	0	0	0	0	0	1	1	0	0	15	0	0	1	0	0	0	0	0	0	15	0	81	96	1133	1156	H1b1+16362	0	504	35028	0	0	0
3704169_23193_0_0	54	1	0	0	0	0	0	0	1	1	0	0	55	0	0	0	0	0	0	0	0	0	55	0	67	122	1456	1477	L4b2b	0	478	31672	1	0	2
3703127_23193_0_0	11	1	0	0	0	0	0	0	1	1	0	0	12	0	0	0	0	0	0	0	0	0	12	0	70	82	1056	1067	H66a	0	576	29676	0	0	0
3765909_23193_0_0	13	2	0	0	0	0	0	0	2	1	0	0	15	0	1	1	0	0	0	0	0	0	15	0	82	97	1085	1105	H11a	0	568	29635	0	0	0
3795466_23193_0_0	30	4	0	0	0	0	0	0	2	2	0	0	34	0	1	3	0	0	0	0	0	0	34	0	82	116	1102	1117	R9b1	0	559	32669	0	0	0
3735617_23193_0_0	18	0	1	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	19	0	82	101	948	957	H4a1a4b	0	542	33250	0	0	0
3740044_23193_0_0	33	2	0	0	0	0	0	0	1	1	0	0	35	0	0	1	0	0	0	0	0	0	35	0	67	102	1144	1157	K1a10a	0	404	28521	0	0	0
3732130_23193_0_0	8	2	0	0	0	0	0	0	2	0	0	0	10	0	1	1	0	0	0	0	0	0	10	0	258	268	828	839	H2a2b	0	388	29162	0	0	0
3775610_23193_0_0	12	1	0	0	0	0	0	0	1	1	0	0	13	0	0	0	0	0	0	0	0	0	13	0	94	107	870	881	H7a1b	0	511	32564	1	0	0
3787461_23193_0_0	14	1	1	1	0	0	0	0	3	1	0	0	17	0	2	0	0	0	0	0	0	0	17	0	177	194	1511	1547	H1b1g	0	464	29428	0	0	0
3764344_23193_0_0	31	2	1	0	0	0	0	0	1	1	0	0	34	0	0	0	0	0	0	0	0	0	34	0	125	159	733	744	W4a1	0	584	28629	0	0	0
3768037_23193_0_0	12	2	0	0	0	0	0	0	1	1	0	0	14	0	0	1	0	0	0	0	0	0	14	0	77	91	752	762	H1c1	0	521	31847	0	0	0
3796860_23193_0_0	13	1	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	14	0	73	87	988	1005	H27c	0	455	28780	0	0	0
3726835_23193_0_0	36	1	0	0	0	0	0	0	1	1	0	0	37	0	0	0	0	0	0	0	0	0	37	0	54	91	1462	1472	K2a2a1	0	574	28199	0	0	0
