s	n_liftover_r2_snvs_with_mismatchrefallele	n_liftover_r2_homoplasmic_insertions_rel_to_grch38	n_liftover_r2_homoplasmic_deletions_rel_to_grch38	n_liftover_r2_heteroplasmic_indels_first_site_swapped_to_grch38	n_liftover_r2_heteroplasmic_deletions_with_internal_sites_swapped_to_grch38	n_liftover_r2_het_insertions_sharing_lhs_with_hom_ref_deletion	n_liftover_r2_heteroplasmic_deletions_sharing_lhs_with_homoplasmic_insertion_spanning_rhs	n_liftover_r2_heteroplasmic_deletions_spanning_only_lhs_of_homoplasmic_insertion	n_liftover_r2_sites_with_fancy_flip	n_liftover_r2_success_sites_flipped	n_liftover_r2_left_alignment_of_indels	n_liftover_r2_round2_failed_sites	n_liftover_r2_round2_fixed_sites	n_liftover_r2_round2_success_injected	n_liftover_r2_snvs_complex_liftover	n_liftover_r2_ref_insertion_new_haplos	n_liftover_r2_deletions_with_first_allele_and_internal_switches	n_liftover_r2_hom_dele_with_indels_reverted	n_liftover_r2_het_dele_span_insert_repaired_with_complex_rework	n_liftover_r2_het_deletions_span_insertions	n_liftover_r2_new_dupes_left_shift_failed	n_liftover_r2_fixed_indelStraddlesMultipleIntevals	n_liftover_r1_round1_failed_sites	n_liftover_changed_selfref_and_passed	n_liftover_r1_pass	n_liftover_r2_pass	mean_coverage	median_coverage	major_haplogroup	contamination	nuc_variants_pass	n_reads_unpaired_dropped	nuc_variants_dropped	mtdna_consensus_overlaps	nuc_consensus_overlaps
1596174_23193_0_0	37	4	0	0	0	0	0	0	1	1	0	0	41	0	0	2	0	0	0	0	0	0	41	0	111	152	977	992	U2e1a1	0	577	27812	0	0	0
1569997_23193_0_0	40	3	0	0	0	0	0	0	2	1	0	0	43	0	1	2	0	0	0	0	0	0	43	0	110	153	851	859	T2b6+146	0	558	31640	0	0	0
1593652_23193_0_0	29	4	0	0	0	0	0	0	1	1	0	0	33	0	0	3	0	0	0	0	0	0	33	0	131	164	758	767	J1c2b	0	512	18186	0	0	0
1571992_23193_0_0	37	3	0	0	0	0	0	0	2	1	0	0	40	0	1	1	0	0	0	0	0	0	40	0	160	200	817	824	U2e1b1	0	490	28066	0	0	0
1536907_23193_0_0	14	1	0	0	0	0	0	0	1	1	0	0	15	0	0	0	0	0	0	0	0	0	15	0	147	162	597	605	H1ax1	0	471	28012	0	0	0
1515876_23193_0_0	33	1	0	0	0	0	0	0	1	0	0	0	34	0	1	0	0	0	0	0	0	0	34	0	163	197	643	650	K1a2b	0	493	32192	0	0	0
1527893_23193_0_0	13	1	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	14	0	77	91	1077	1094	H1ci	0	407	28480	1	0	0
1508652_23193_0_0	35	2	0	0	0	0	0	0	2	1	0	0	37	0	1	0	0	0	0	0	0	0	37	0	111	148	872	883	U4a1b1	0	422	26025	0	0	0
1522452_23193_0_0	32	2	0	0	0	0	0	0	1	1	0	0	34	0	0	1	0	0	0	0	0	0	34	0	93	127	1004	1011	T2b	0	429	34418	0	0	0
1519191_23193_0_0	13	2	0	0	0	0	0	0	1	1	0	0	15	0	0	1	0	0	0	0	0	0	15	0	91	106	870	879	H1+16189	0	465	26244	0	0	0
1566541_23193_0_0	15	1	1	0	0	0	0	0	1	1	0	0	17	0	0	0	0	0	0	0	0	0	17	0	131	148	746	756	H4a1a1a	0	417	29877	0	0	0
1505351_23193_0_0	40	4	0	0	0	0	0	0	1	2	0	0	44	0	0	3	0	0	0	0	0	0	44	0	124	168	801	809	U5b2b3a1	0	436	30185	0	0	0
1544061_23193_0_0	10	1	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	11	0	125	136	940	952	H1aq	0	512	39922	0	0	0
1506026_23193_0_0	19	1	0	0	0	0	0	0	3	1	0	0	20	0	2	0	0	0	0	0	0	0	20	0	71	91	978	990	H6a1	0	491	32604	0	0	0
1518838_23193_0_0	9	3	1	0	0	0	0	0	1	1	0	0	13	0	0	1	0	0	0	0	0	0	13	0	90	103	987	1000	H24b	0	447	31580	0	0	0
1586041_23193_0_0	40	2	0	0	1	0	0	0	1	0	1	0	43	0	1	0	0	0	0	0	0	0	43	0	117	160	929	942	T2b6a	0	524	30552	0	0	0
1529252_23193_0_0	44	2	0	0	0	0	0	0	3	1	0	0	46	0	2	0	0	0	0	0	0	0	46	0	167	213	818	831	I1a1d	0	566	34191	0	0	0
1528597_23193_0_0	34	2	0	0	0	0	0	0	1	0	0	0	36	0	0	1	0	0	0	0	0	0	36	0	175	211	602	609	T2b	0	462	24745	0	0	0
