s	n_liftover_r2_snvs_with_mismatchrefallele	n_liftover_r2_homoplasmic_insertions_rel_to_grch38	n_liftover_r2_homoplasmic_deletions_rel_to_grch38	n_liftover_r2_heteroplasmic_indels_first_site_swapped_to_grch38	n_liftover_r2_heteroplasmic_deletions_with_internal_sites_swapped_to_grch38	n_liftover_r2_het_insertions_sharing_lhs_with_hom_ref_deletion	n_liftover_r2_heteroplasmic_deletions_sharing_lhs_with_homoplasmic_insertion_spanning_rhs	n_liftover_r2_heteroplasmic_deletions_spanning_only_lhs_of_homoplasmic_insertion	n_liftover_r2_sites_with_fancy_flip	n_liftover_r2_success_sites_flipped	n_liftover_r2_left_alignment_of_indels	n_liftover_r2_round2_failed_sites	n_liftover_r2_round2_fixed_sites	n_liftover_r2_round2_success_injected	n_liftover_r2_snvs_complex_liftover	n_liftover_r2_ref_insertion_new_haplos	n_liftover_r2_deletions_with_first_allele_and_internal_switches	n_liftover_r2_hom_dele_with_indels_reverted	n_liftover_r2_het_dele_span_insert_repaired_with_complex_rework	n_liftover_r2_het_deletions_span_insertions	n_liftover_r2_new_dupes_left_shift_failed	n_liftover_r2_fixed_indelStraddlesMultipleIntevals	n_liftover_r1_round1_failed_sites	n_liftover_changed_selfref_and_passed	n_liftover_r1_pass	n_liftover_r2_pass	mean_coverage	median_coverage	major_haplogroup	contamination	nuc_variants_pass	n_reads_unpaired_dropped	nuc_variants_dropped	mtdna_consensus_overlaps	nuc_consensus_overlaps
2397182_23193_0_0	32	2	0	0	0	0	0	0	1	1	0	0	34	0	0	0	0	0	0	0	0	0	34	0	106	140	946	955	U3a1	0	526	32509	0	0	0
2335677_23193_0_0	12	0	1	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	13	0	115	128	844	857	H5a1+152	0	462	24571	0	0	0
2386031_23193_0_0	7	2	0	0	0	0	0	0	1	1	0	0	9	0	0	0	0	0	0	0	0	0	9	0	85	94	1061	1071	H2a2b1	0	495	30648	0	0	0
2302516_23193_0_0	14	1	0	0	0	0	0	0	1	1	0	0	15	0	0	0	0	0	0	0	0	0	15	0	173	188	729	735	H3	0	407	27228	0	0	0
2386993_23193_0_0	16	2	1	0	0	0	0	0	1	1	0	0	19	0	0	1	0	0	0	0	0	0	19	0	228	247	674	682	H4a1c	0	517	31700	0	0	0
2343163_23193_0_0	13	1	0	0	0	0	0	0	1	1	0	0	14	0	0	0	0	0	0	0	0	0	14	0	91	105	856	867	H1a	0	413	25296	0	0	0
2339414_23193_0_0	34	2	0	0	0	0	0	0	1	0	0	0	36	0	0	1	0	0	0	0	0	0	36	0	92	128	863	879	T1a1	0	566	37744	0	0	0
2378243_23193_0_0	41	1	0	0	0	0	0	0	1	1	0	0	42	0	0	0	0	0	0	0	0	0	42	0	101	143	799	809	W6	0	413	30326	0	0	0
2350053_23193_0_0	13	1	0	0	0	0	0	0	1	1	0	0	14	0	0	0	0	0	0	0	0	0	14	0	208	222	602	613	H1e2a	0	503	24503	0	0	0
2300770_23193_0_0	11	1	0	0	0	0	0	0	1	1	0	0	12	0	0	0	0	0	0	0	0	0	12	0	86	98	1253	1268	H1bb	0	289	32732	0	0	0
4870584_23193_0_0	16	2	0	0	0	0	0	0	2	1	0	0	18	0	1	1	0	0	0	0	0	0	18	0	65	83	1227	1241	H11a2a	0	398	30883	1	0	0
4858143_23193_0_0	33	3	0	0	0	0	0	0	2	1	0	0	36	0	1	2	0	0	0	0	0	0	36	0	110	146	1021	1032	T2e	0	539	29334	0	0	0
4893147_23193_0_0	15	3	0	0	0	0	0	0	1	1	0	0	18	0	0	1	0	0	0	0	0	0	18	0	95	113	897	909	H6a1a5	0	504	28810	0	0	0
4852617_23193_0_0	34	1	1	0	0	0	0	0	1	1	0	0	36	0	0	0	0	0	0	0	0	0	36	0	119	155	858	876	K1c1b	0	468	26170	0	0	0
4802035_23193_0_0	34	2	0	0	1	0	0	0	1	1	1	0	37	1	0	1	0	0	0	0	0	0	36	0	164	200	637	646	T2a1a8	0	514	29709	0	0	0
4818742_23193_0_0	29	1	0	0	0	0	0	0	1	1	0	0	30	0	0	0	0	0	0	0	0	0	30	0	120	150	871	878	J1c2b	0	479	31946	0	0	0
4858479_23193_0_0	40	0	0	0	0	0	0	0	2	0	0	0	40	0	2	0	0	0	0	0	0	0	40	0	138	178	910	918	J1b1a1+146	0	564	37415	0	0	0
4870269_23193_0_0	33	1	0	0	0	0	0	0	2	1	0	0	34	0	1	0	0	0	0	0	0	0	34	0	82	116	1017	1030	K1a9	0	395	30111	0	0	0
