s	n_liftover_r2_snvs_with_mismatchrefallele	n_liftover_r2_homoplasmic_insertions_rel_to_grch38	n_liftover_r2_homoplasmic_deletions_rel_to_grch38	n_liftover_r2_heteroplasmic_indels_first_site_swapped_to_grch38	n_liftover_r2_heteroplasmic_deletions_with_internal_sites_swapped_to_grch38	n_liftover_r2_het_insertions_sharing_lhs_with_hom_ref_deletion	n_liftover_r2_heteroplasmic_deletions_sharing_lhs_with_homoplasmic_insertion_spanning_rhs	n_liftover_r2_heteroplasmic_deletions_spanning_only_lhs_of_homoplasmic_insertion	n_liftover_r2_sites_with_fancy_flip	n_liftover_r2_success_sites_flipped	n_liftover_r2_left_alignment_of_indels	n_liftover_r2_round2_failed_sites	n_liftover_r2_round2_fixed_sites	n_liftover_r2_round2_success_injected	n_liftover_r2_snvs_complex_liftover	n_liftover_r2_ref_insertion_new_haplos	n_liftover_r2_deletions_with_first_allele_and_internal_switches	n_liftover_r2_hom_dele_with_indels_reverted	n_liftover_r2_het_dele_span_insert_repaired_with_complex_rework	n_liftover_r2_het_deletions_span_insertions	n_liftover_r2_new_dupes_left_shift_failed	n_liftover_r2_fixed_indelStraddlesMultipleIntevals	n_liftover_r1_round1_failed_sites	n_liftover_changed_selfref_and_passed	n_liftover_r1_pass	n_liftover_r2_pass	mean_coverage	median_coverage	major_haplogroup	contamination	nuc_variants_pass	n_reads_unpaired_dropped	nuc_variants_dropped	mtdna_consensus_overlaps	nuc_consensus_overlaps
3060486_23193_0_0	11	1	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	12	0	76	88	975	986	H49a	0	505	35398	0	0	0
3073753_23193_0_0	32	2	0	0	0	0	0	0	1	1	0	0	34	0	0	1	0	0	0	0	0	0	34	0	135	169	720	727	U3a1	0	409	37241	0	0	0
3081041_23193_0_0	35	1	0	0	0	0	0	0	1	0	0	0	36	0	1	0	0	0	0	0	0	0	36	0	98	134	992	1005	U4b1b1a	0	437	40917	1	0	0
3003492_23193_0_0	13	1	0	0	0	0	0	0	1	1	0	0	14	0	0	0	0	0	0	0	0	0	14	0	61	75	1135	1146	H1o	0	499	33593	0	0	0
3078464_23193_0_0	13	2	0	0	0	0	0	0	1	2	0	0	15	0	0	1	0	0	0	0	0	0	15	0	75	90	1324	1336	H3b4a	0	479	36809	1	0	2
3025196_23193_0_0	14	1	0	0	0	0	0	0	1	1	0	0	15	0	0	0	0	0	0	0	0	0	15	0	83	98	1106	1114	H1a1a1	0	452	35213	0	0	0
3021033_23193_0_0	35	1	1	0	0	0	0	0	2	0	0	0	37	0	2	0	0	0	0	0	0	0	37	0	128	165	963	981	U5b2a5	0	498	36635	0	0	0
3055247_23193_0_0	39	1	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	40	0	39	79	1735	1755	J2a1a1	0	503	35874	0	0	0
3044798_23193_0_0	10	1	0	0	0	0	0	0	1	1	0	0	11	0	0	0	0	0	0	0	0	0	11	0	70	81	1258	1276	H1c	0	504	36739	0	0	0
3010340_23193_0_0	33	1	0	0	0	0	0	0	1	1	0	0	34	0	0	0	0	0	0	0	0	0	34	0	31	65	2150	2182	T2b	0	461	40702	0	0	0
3076034_23193_0_0	27	1	1	0	0	0	0	0	1	2	0	0	29	0	0	0	0	0	0	0	0	0	29	0	63	92	1086	1100	J1c8a	0	476	27221	0	0	0
3057624_23193_0_0	37	1	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	38	0	87	125	850	860	T2b1	0	565	38693	0	0	0
3014163_23193_0_0	30	1	0	0	0	0	0	0	1	1	0	0	31	0	0	0	0	0	0	0	0	0	31	0	118	149	859	869	J1c5a1	0	468	38942	0	0	0
3070205_23193_0_0	13	0	1	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	14	0	68	82	1275	1295	H1b1+16362	0	535	38697	0	0	0
3098185_23193_0_0	28	4	1	0	0	0	0	0	3	1	1	0	33	0	1	1	0	0	0	0	0	0	33	0	107	140	932	936	U5b1+16189+@16192	0	457	36130	0	0	0
3076076_23193_0_0	12	2	0	0	0	0	0	0	1	1	0	0	14	0	0	0	0	0	0	0	0	0	14	0	101	115	1032	1041	H1bb	0	428	33649	0	0	0
3034464_23193_0_0	16	1	0	0	0	0	0	0	2	1	0	0	17	0	1	0	0	0	0	0	0	0	17	0	81	98	957	974	H4a1a1	0	478	31047	0	0	0
3020119_23193_0_0	4	1	0	0	0	0	0	0	1	1	0	0	5	0	0	0	0	0	0	0	0	0	5	0	107	112	1303	1322	H2a2a2	0	403	39322	0	0	0
