s	n_liftover_r2_snvs_with_mismatchrefallele	n_liftover_r2_homoplasmic_insertions_rel_to_grch38	n_liftover_r2_homoplasmic_deletions_rel_to_grch38	n_liftover_r2_heteroplasmic_indels_first_site_swapped_to_grch38	n_liftover_r2_heteroplasmic_deletions_with_internal_sites_swapped_to_grch38	n_liftover_r2_het_insertions_sharing_lhs_with_hom_ref_deletion	n_liftover_r2_heteroplasmic_deletions_sharing_lhs_with_homoplasmic_insertion_spanning_rhs	n_liftover_r2_heteroplasmic_deletions_spanning_only_lhs_of_homoplasmic_insertion	n_liftover_r2_sites_with_fancy_flip	n_liftover_r2_success_sites_flipped	n_liftover_r2_left_alignment_of_indels	n_liftover_r2_round2_failed_sites	n_liftover_r2_round2_fixed_sites	n_liftover_r2_round2_success_injected	n_liftover_r2_snvs_complex_liftover	n_liftover_r2_ref_insertion_new_haplos	n_liftover_r2_deletions_with_first_allele_and_internal_switches	n_liftover_r2_hom_dele_with_indels_reverted	n_liftover_r2_het_dele_span_insert_repaired_with_complex_rework	n_liftover_r2_het_deletions_span_insertions	n_liftover_r2_new_dupes_left_shift_failed	n_liftover_r2_fixed_indelStraddlesMultipleIntevals	n_liftover_r1_round1_failed_sites	n_liftover_changed_selfref_and_passed	n_liftover_r1_pass	n_liftover_r2_pass	mean_coverage	median_coverage	major_haplogroup	contamination	nuc_variants_pass	n_reads_unpaired_dropped	nuc_variants_dropped	mtdna_consensus_overlaps	nuc_consensus_overlaps
3077016_23193_0_0	12	1	0	0	0	0	0	0	1	1	0	0	13	0	0	0	0	0	0	0	0	0	13	0	61	74	1296	1321	H	0	468	33647	0	0	0
3081788_23193_0_0	9	1	0	0	0	0	0	0	1	1	0	0	10	0	0	0	0	0	0	0	0	0	10	0	55	65	1301	1325	H1j	0	398	37068	0	0	0
3021851_23193_0_0	30	1	0	0	0	0	0	0	1	1	0	0	31	0	0	0	0	0	0	0	0	0	31	0	79	110	1108	1128	U8a1a3	0	467	34594	0	0	0
3023740_23193_0_0	33	3	0	0	0	0	0	0	1	1	0	0	36	0	0	1	0	0	0	0	0	0	36	0	80	116	1279	1287	K1b2a2	0	480	35938	0	0	0
3061143_23193_0_0	34	1	0	0	0	0	0	0	1	1	0	0	35	0	0	0	0	0	0	0	0	0	35	0	31	66	1585	1601	J1c16	0	405	38283	0	0	0
3016903_23193_0_0	34	1	0	0	0	0	0	0	1	1	0	0	35	0	0	0	0	0	0	0	0	0	35	0	222	257	618	628	I4a	0	474	31029	0	0	0
3091578_23193_0_0	32	1	0	0	0	0	0	0	2	1	0	0	33	0	1	0	0	0	0	0	0	0	33	0	109	142	882	900	U5b2a2b1	0	452	31938	0	0	0
3041149_23193_0_0	25	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	25	0	136	161	700	708	U5a1b+16362	0	620	33257	0	0	0
3024379_23193_0_0	12	2	0	0	0	0	0	0	2	3	0	0	14	0	0	0	0	0	0	0	0	0	14	0	130	144	834	842	H1bb	0	434	29569	0	0	0
3012871_23193_0_0	12	1	0	0	0	0	0	0	1	1	0	0	13	0	0	0	0	0	0	0	0	0	13	0	75	88	1254	1266	H10h	0	354	35430	0	0	0
3005243_23193_0_0	39	0	0	0	1	0	0	0	1	0	1	0	40	0	1	0	0	0	0	0	0	0	40	0	89	129	781	786	T2c1d+152	0	480	34512	0	0	0
3045843_23193_0_0	35	1	0	0	0	0	0	0	1	1	0	0	36	0	0	0	0	0	0	0	0	0	36	0	76	112	1079	1087	T2b28	0	567	37771	0	0	0
3032013_23193_0_0	38	3	0	0	0	0	0	0	3	2	0	0	41	0	1	1	0	0	0	0	0	0	41	0	88	129	1320	1341	K1a13a	0	454	33008	0	0	0
3058859_23193_0_0	18	1	0	0	0	0	0	0	1	2	0	0	19	0	0	0	0	0	0	0	0	0	19	0	83	102	1078	1089	H11a2a1	0	480	34296	0	0	0
3024331_23193_0_0	23	1	1	0	0	0	0	0	1	1	0	0	25	0	0	0	0	0	0	0	0	0	25	0	66	91	1385	1399	U5a1b	0	447	38018	0	0	0
3015103_23193_0_0	38	1	1	0	0	0	0	0	1	1	0	0	40	0	0	0	0	0	0	0	0	0	40	0	37	77	1349	1359	M6	0	438	36122	0	0	0
3092315_23193_0_0	11	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	11	0	82	93	976	985	H3+73	0	478	37284	1	0	0
3040281_23193_0_0	34	2	0	2	0	0	0	0	2	1	2	0	38	0	0	1	0	0	0	0	0	0	38	0	88	126	1010	1030	T1a1	0	610	31338	0	0	0
