s	n_liftover_r2_snvs_with_mismatchrefallele	n_liftover_r2_homoplasmic_insertions_rel_to_grch38	n_liftover_r2_homoplasmic_deletions_rel_to_grch38	n_liftover_r2_heteroplasmic_indels_first_site_swapped_to_grch38	n_liftover_r2_heteroplasmic_deletions_with_internal_sites_swapped_to_grch38	n_liftover_r2_het_insertions_sharing_lhs_with_hom_ref_deletion	n_liftover_r2_heteroplasmic_deletions_sharing_lhs_with_homoplasmic_insertion_spanning_rhs	n_liftover_r2_heteroplasmic_deletions_spanning_only_lhs_of_homoplasmic_insertion	n_liftover_r2_sites_with_fancy_flip	n_liftover_r2_success_sites_flipped	n_liftover_r2_left_alignment_of_indels	n_liftover_r2_round2_failed_sites	n_liftover_r2_round2_fixed_sites	n_liftover_r2_round2_success_injected	n_liftover_r2_snvs_complex_liftover	n_liftover_r2_ref_insertion_new_haplos	n_liftover_r2_deletions_with_first_allele_and_internal_switches	n_liftover_r2_hom_dele_with_indels_reverted	n_liftover_r2_het_dele_span_insert_repaired_with_complex_rework	n_liftover_r2_het_deletions_span_insertions	n_liftover_r2_new_dupes_left_shift_failed	n_liftover_r2_fixed_indelStraddlesMultipleIntevals	n_liftover_r1_round1_failed_sites	n_liftover_changed_selfref_and_passed	n_liftover_r1_pass	n_liftover_r2_pass	mean_coverage	median_coverage	major_haplogroup	contamination	nuc_variants_pass	n_reads_unpaired_dropped	nuc_variants_dropped	mtdna_consensus_overlaps	nuc_consensus_overlaps
1453634_23193_0_0	28	1	0	0	0	0	0	0	1	1	0	0	29	0	0	0	0	0	0	0	0	0	29	0	55	84	1112	1120	J1c3b1	0	541	39654	0	0	0
1429215_23193_0_0	35	1	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	36	0	79	115	1235	1256	U4b1a2b	0	486	27098	0	0	0
1467477_23193_0_0	32	1	0	0	0	0	0	0	1	1	0	0	33	0	0	0	0	0	0	0	0	0	33	0	64	97	1155	1174	J1c2	0	522	36595	0	0	0
1480243_23193_0_0	13	1	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	14	0	142	156	760	771	H1i	0	365	28631	0	0	0
1465829_23193_0_0	14	1	0	0	0	0	0	0	1	1	0	0	15	0	0	0	0	0	0	0	0	0	15	0	51	66	1391	1404	H5s	0	506	38358	1	0	0
1499509_23193_0_0	13	2	0	0	0	0	0	0	1	1	0	0	15	0	0	1	0	0	0	0	0	0	15	0	129	144	794	802	H+195	0	431	29583	0	0	0
1452096_23193_0_0	35	1	0	0	0	0	0	0	2	1	0	0	36	0	1	0	0	0	0	0	0	0	36	0	101	137	737	747	K1a4a1b1	0	470	23090	1	0	0
1430987_23193_0_0	37	1	0	0	1	0	0	0	3	1	0	0	39	0	2	0	0	0	0	0	0	0	39	0	166	205	1011	1020	W1c	0	453	27716	0	0	0
1468976_23193_0_0	42	1	0	0	0	0	0	0	2	1	0	0	43	0	1	0	0	0	0	0	0	0	43	0	111	154	1111	1144	U2e2a1a2	0	391	40537	0	0	0
1486120_23193_0_0	34	1	0	2	0	0	0	0	3	1	2	0	37	0	1	0	0	0	0	0	0	0	37	0	125	162	867	877	T1a1	0	599	24013	0	0	0
1425985_23193_0_0	34	1	0	0	0	0	0	0	1	1	0	0	35	0	0	0	0	0	0	0	0	0	35	0	113	148	1061	1074	U4b1a1a1	0	442	25990	0	0	0
1429277_23193_0_0	19	1	0	0	0	0	0	0	2	1	0	0	20	0	1	0	0	0	0	0	0	0	20	0	111	131	1147	1166	H8c2	0	542	26670	0	0	0
1448124_23193_0_0	18	2	1	0	0	0	0	0	1	1	0	0	21	0	0	0	0	0	0	0	0	0	21	0	79	100	1154	1171	H4a1a4b	0	492	41599	0	0	0
1486449_23193_0_0	30	1	1	0	0	0	0	0	1	2	0	0	32	0	0	0	0	0	0	0	0	0	32	0	88	120	855	865	U5a2d1a	0	497	29252	0	0	0
1455401_23193_0_0	32	1	0	0	0	0	0	0	1	1	0	0	33	0	0	0	0	0	0	0	0	0	33	0	71	104	1098	1106	I4a1	0	481	28897	0	0	0
1429239_23193_0_0	14	2	0	0	0	0	0	0	1	1	0	0	16	0	0	1	0	0	0	0	0	0	16	0	148	164	716	729	H15b1	0	423	26946	0	0	0
1462827_23193_0_0	15	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	15	0	94	109	791	801	H6a1b2a	0	532	27795	0	0	0
1449648_23193_0_0	32	2	0	0	0	0	0	0	1	0	0	0	34	0	0	1	0	0	0	0	0	0	34	0	93	127	923	932	T2b	0	457	36025	1	0	0
