s	n_liftover_r2_snvs_with_mismatchrefallele	n_liftover_r2_homoplasmic_insertions_rel_to_grch38	n_liftover_r2_homoplasmic_deletions_rel_to_grch38	n_liftover_r2_heteroplasmic_indels_first_site_swapped_to_grch38	n_liftover_r2_heteroplasmic_deletions_with_internal_sites_swapped_to_grch38	n_liftover_r2_het_insertions_sharing_lhs_with_hom_ref_deletion	n_liftover_r2_heteroplasmic_deletions_sharing_lhs_with_homoplasmic_insertion_spanning_rhs	n_liftover_r2_heteroplasmic_deletions_spanning_only_lhs_of_homoplasmic_insertion	n_liftover_r2_sites_with_fancy_flip	n_liftover_r2_success_sites_flipped	n_liftover_r2_left_alignment_of_indels	n_liftover_r2_round2_failed_sites	n_liftover_r2_round2_fixed_sites	n_liftover_r2_round2_success_injected	n_liftover_r2_snvs_complex_liftover	n_liftover_r2_ref_insertion_new_haplos	n_liftover_r2_deletions_with_first_allele_and_internal_switches	n_liftover_r2_hom_dele_with_indels_reverted	n_liftover_r2_het_dele_span_insert_repaired_with_complex_rework	n_liftover_r2_het_deletions_span_insertions	n_liftover_r2_new_dupes_left_shift_failed	n_liftover_r2_fixed_indelStraddlesMultipleIntevals	n_liftover_r1_round1_failed_sites	n_liftover_changed_selfref_and_passed	n_liftover_r1_pass	n_liftover_r2_pass	mean_coverage	median_coverage	major_haplogroup	contamination	nuc_variants_pass	n_reads_unpaired_dropped	nuc_variants_dropped	mtdna_consensus_overlaps	nuc_consensus_overlaps
1990960_23193_0_0	14	1	0	0	0	0	0	0	1	2	0	0	15	0	0	0	0	0	0	0	0	0	15	0	71	86	957	969	H5b1	0	490	35639	0	0	0
1987605_23193_0_0	29	1	0	1	0	0	0	0	2	2	0	0	31	0	0	0	0	0	0	0	0	0	31	0	163	194	584	591	U5a1b1a2	0	453	33259	0	0	0
1948380_23193_0_0	33	1	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	34	0	109	143	1038	1053	T2b	0	508	28582	0	0	0
1953207_23193_0_0	25	1	0	0	0	0	0	0	1	1	0	0	26	0	0	0	0	0	0	0	0	0	26	0	137	163	786	795	U5a1a1	0	388	25352	0	0	0
1908685_23193_0_0	10	2	0	0	0	0	0	0	1	1	0	0	12	0	0	0	0	0	0	0	0	0	12	0	85	97	1396	1415	H3+152	0	446	26552	0	0	0
1912934_23193_0_0	41	2	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	43	0	53	96	1887	1950	U2e1f1	0	471	34434	0	0	0
1960594_23193_0_0	16	1	0	0	0	0	0	0	1	1	0	0	17	0	0	0	0	0	0	0	0	0	17	0	133	150	666	672	H6a1b3	0	521	26764	0	0	0
1904718_23193_0_0	33	1	0	0	0	0	0	0	1	1	0	0	34	0	0	0	0	0	0	0	0	0	34	0	96	130	1109	1120	K2b1a	0	525	22375	0	0	0
1975188_23193_0_0	43	2	0	0	1	0	0	0	5	1	0	0	46	0	4	1	0	0	0	0	0	0	46	0	386	432	686	699	W1c1	0	417	23721	0	0	0
1952750_23193_0_0	8	1	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	9	0	195	204	575	584	H48	0	468	34045	0	0	0
1933094_23193_0_0	11	0	1	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	12	0	87	99	1356	1376	H5a1	0	481	32517	0	0	0
1946160_23193_0_0	15	4	0	0	0	0	0	0	2	1	0	0	19	1	1	3	0	0	0	0	0	0	18	0	110	128	908	917	H20b	0	389	35830	0	0	0
1942975_23193_0_0	17	1	0	0	0	0	0	0	2	1	0	0	18	0	1	0	0	0	0	0	0	0	18	0	93	111	991	1007	H4a1a1	0	462	32996	0	0	0
1912391_23193_0_0	10	1	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	11	0	140	151	1038	1053	H3e	0.014	493	29263	0	0	0
1950736_23193_0_0	39	1	1	0	0	0	0	0	2	1	0	0	41	0	1	0	0	0	0	0	0	0	41	0	107	148	1180	1201	T2f1a1	0	462	32337	0	0	0
1926471_23193_0_0	15	3	0	0	0	0	0	0	2	1	0	0	18	0	1	1	0	0	0	0	0	0	18	0	60	78	1058	1068	H11a4	0	572	32761	0	0	0
1955614_23193_0_0	11	1	0	0	0	0	0	0	1	1	0	0	12	0	0	0	0	0	0	0	0	0	12	0	140	152	868	878	H1ap	0	443	34973	0	0	0
1964273_23193_0_0	36	2	0	0	0	0	0	0	2	2	0	0	38	0	1	1	0	0	0	0	0	0	38	0	91	129	1094	1116	T1a1	0	455	32922	0	0	0
