s	n_liftover_r2_snvs_with_mismatchrefallele	n_liftover_r2_homoplasmic_insertions_rel_to_grch38	n_liftover_r2_homoplasmic_deletions_rel_to_grch38	n_liftover_r2_heteroplasmic_indels_first_site_swapped_to_grch38	n_liftover_r2_heteroplasmic_deletions_with_internal_sites_swapped_to_grch38	n_liftover_r2_het_insertions_sharing_lhs_with_hom_ref_deletion	n_liftover_r2_heteroplasmic_deletions_sharing_lhs_with_homoplasmic_insertion_spanning_rhs	n_liftover_r2_heteroplasmic_deletions_spanning_only_lhs_of_homoplasmic_insertion	n_liftover_r2_sites_with_fancy_flip	n_liftover_r2_success_sites_flipped	n_liftover_r2_left_alignment_of_indels	n_liftover_r2_round2_failed_sites	n_liftover_r2_round2_fixed_sites	n_liftover_r2_round2_success_injected	n_liftover_r2_snvs_complex_liftover	n_liftover_r2_ref_insertion_new_haplos	n_liftover_r2_deletions_with_first_allele_and_internal_switches	n_liftover_r2_hom_dele_with_indels_reverted	n_liftover_r2_het_dele_span_insert_repaired_with_complex_rework	n_liftover_r2_het_deletions_span_insertions	n_liftover_r2_new_dupes_left_shift_failed	n_liftover_r2_fixed_indelStraddlesMultipleIntevals	n_liftover_r1_round1_failed_sites	n_liftover_changed_selfref_and_passed	n_liftover_r1_pass	n_liftover_r2_pass	mean_coverage	median_coverage	major_haplogroup	contamination	nuc_variants_pass	n_reads_unpaired_dropped	nuc_variants_dropped	mtdna_consensus_overlaps	nuc_consensus_overlaps
1617855_23193_0_0	41	1	1	0	0	0	0	0	2	1	0	0	43	0	2	0	0	0	0	0	0	0	43	0	49	92	1206	1219	L3e3b	0	601	33743	0	0	0
1672541_23193_0_0	38	1	0	0	0	0	0	0	2	1	0	0	39	0	1	0	0	0	0	0	0	0	39	0	108	147	928	943	U2a	0	525	28722	0	0	0
1686724_23193_0_0	81	1	1	0	0	0	0	0	3	1	0	0	83	0	2	0	0	0	0	0	0	0	83	0	67	150	1440	1455	L1b1a10	0	536	27446	0	0	0
1675022_23193_0_0	12	1	1	0	0	0	0	0	1	1	0	0	14	0	0	0	0	0	0	0	0	0	14	0	200	214	798	811	H1b1+16362	0.018	435	28577	0	0	0
1676001_23193_0_0	14	1	0	0	0	0	0	0	1	1	0	0	15	0	0	0	0	0	0	0	0	0	15	0	85	100	873	882	H1a1	0	499	27305	1	0	0
1603459_23193_0_0	13	1	0	0	0	0	0	0	2	1	0	0	14	0	1	0	0	0	0	0	0	0	14	0	68	82	1112	1123	H13a1a	0	390	30644	0	0	0
1636689_23193_0_0	33	3	0	0	0	0	0	0	2	1	0	0	36	0	1	1	0	0	0	0	0	0	36	0	88	124	753	769	U4a1a	0	389	25465	0	0	0
1621047_23193_0_0	10	1	0	0	0	0	0	0	1	1	0	0	11	0	0	0	0	0	0	0	0	0	11	0	312	323	744	749	H1bc	0	461	25732	0	0	0
1658040_23193_0_0	42	2	0	0	0	0	0	0	1	2	0	0	44	0	0	0	0	0	0	0	0	0	44	0	118	162	687	704	U2e1f1	0	542	28222	0	0	0
1676349_23193_0_0	15	1	0	0	0	0	0	0	1	1	0	0	16	0	0	0	0	0	0	0	0	0	16	0	77	93	1543	1574	H6a1a3	0	488	31923	0	0	0
1627358_23193_0_0	32	1	0	0	0	0	0	0	1	1	0	0	33	0	0	0	0	0	0	0	0	0	33	0	55	88	979	990	T2b4	0	522	34188	0	0	0
1695763_23193_0_0	14	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	14	0	130	144	948	958	H27a	0	414	22102	0	0	0
1694217_23193_0_0	45	4	1	0	0	0	0	0	2	2	0	0	50	1	0	2	0	0	0	0	0	0	49	0	119	168	748	760	C7a1	0	631	22715	0	0	0
1604612_23193_0_0	32	1	0	0	0	0	0	0	1	1	0	0	33	0	0	0	0	0	0	0	0	0	33	0	96	129	951	962	U5b2a2a1	0	505	29225	0	0	0
1674451_23193_0_0	25	2	0	0	0	0	0	0	1	2	0	0	27	0	0	1	0	0	0	0	0	0	27	0	150	177	1008	1017	U5a1a1	0	394	32634	0	0	0
1618554_23193_0_0	14	2	0	0	0	0	0	0	1	1	0	0	16	0	0	1	0	0	0	0	0	0	16	0	152	168	649	657	H3b1b	0	412	30776	0	0	0
1609453_23193_0_0	26	2	0	0	0	0	0	0	1	1	0	0	28	0	0	1	0	0	0	0	0	0	28	0	126	154	936	949	U5a1a1	0	458	40193	0	0	0
1687374_23193_0_0	34	2	0	0	0	0	0	0	3	1	0	0	36	0	2	1	0	0	0	0	0	0	36	0	120	156	1064	1078	T2e	0	461	38329	0	0	0
