s	n_liftover_r2_snvs_with_mismatchrefallele	n_liftover_r2_homoplasmic_insertions_rel_to_grch38	n_liftover_r2_homoplasmic_deletions_rel_to_grch38	n_liftover_r2_heteroplasmic_indels_first_site_swapped_to_grch38	n_liftover_r2_heteroplasmic_deletions_with_internal_sites_swapped_to_grch38	n_liftover_r2_het_insertions_sharing_lhs_with_hom_ref_deletion	n_liftover_r2_heteroplasmic_deletions_sharing_lhs_with_homoplasmic_insertion_spanning_rhs	n_liftover_r2_heteroplasmic_deletions_spanning_only_lhs_of_homoplasmic_insertion	n_liftover_r2_sites_with_fancy_flip	n_liftover_r2_success_sites_flipped	n_liftover_r2_left_alignment_of_indels	n_liftover_r2_round2_failed_sites	n_liftover_r2_round2_fixed_sites	n_liftover_r2_round2_success_injected	n_liftover_r2_snvs_complex_liftover	n_liftover_r2_ref_insertion_new_haplos	n_liftover_r2_deletions_with_first_allele_and_internal_switches	n_liftover_r2_hom_dele_with_indels_reverted	n_liftover_r2_het_dele_span_insert_repaired_with_complex_rework	n_liftover_r2_het_deletions_span_insertions	n_liftover_r2_new_dupes_left_shift_failed	n_liftover_r2_fixed_indelStraddlesMultipleIntevals	n_liftover_r1_round1_failed_sites	n_liftover_changed_selfref_and_passed	n_liftover_r1_pass	n_liftover_r2_pass	mean_coverage	median_coverage	major_haplogroup	contamination	nuc_variants_pass	n_reads_unpaired_dropped	nuc_variants_dropped	mtdna_consensus_overlaps	nuc_consensus_overlaps
6006610_23193_0_0	33	1	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	34	0	58	92	1308	1326	T2b30	0	494	29694	0	0	0
6011180_23193_0_0	35	1	1	0	0	0	0	0	2	1	0	0	37	0	1	0	0	0	0	0	0	0	37	0	69	106	1233	1243	K1c2	0	575	32525	0	0	0
6022831_23193_0_0	36	0	0	0	0	0	0	0	1	0	0	0	36	0	1	0	0	0	0	0	0	0	36	0	102	138	1054	1065	T2a1a2	0	396	36480	0	0	0
6025363_23193_0_0	11	2	0	0	0	0	0	0	1	1	0	0	13	0	0	1	0	0	0	0	0	0	13	0	104	117	826	841	H1c1	0	536	29312	0	0	0
6010812_23193_0_0	19	1	1	0	0	0	0	0	1	1	0	0	21	0	0	0	0	0	0	0	0	0	21	0	75	96	1234	1253	H4a1a4b	0	404	25532	0	0	0
6022534_23193_0_0	13	3	1	0	0	0	0	0	1	1	0	0	17	1	0	2	0	0	0	0	0	0	16	0	98	114	725	738	H1a3b	0	456	23842	0	0	0
6008116_23193_0_0	19	1	1	0	0	0	0	0	2	1	0	0	21	0	1	0	0	0	0	0	0	0	21	0	99	120	799	809	H4a1a4b	0	423	29489	0	0	0
6007175_23193_0_0	16	1	2	0	0	0	0	0	1	1	0	0	19	0	0	0	0	0	0	0	0	0	19	0	83	102	1046	1055	H5a1g1	0	389	24615	0	0	0
6001138_23193_0_0	23	1	1	0	0	0	0	0	1	1	0	0	25	0	0	0	0	0	0	0	0	0	25	0	108	133	841	857	H4a1a4b1	0	514	32484	0	0	0
6021676_23193_0_0	32	1	1	0	0	0	0	0	2	1	0	0	34	0	1	0	0	0	0	0	0	0	34	0	164	198	770	778	U7a3a	0	462	34793	0	0	0
6000631_23193_0_0	9	1	0	0	0	0	0	0	1	1	0	0	10	0	0	0	0	0	0	0	0	0	10	0	55	65	1193	1211	H1j	0	521	33703	0	0	0
6016386_23193_0_0	13	0	1	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	14	0	138	152	916	927	H5a1+152	0	497	31412	0	0	0
6025753_23193_0_0	17	1	1	0	0	0	0	0	2	1	0	0	19	0	1	0	0	0	0	0	0	0	19	0	46	65	1445	1464	H11a2a	0	509	47340	0	0	0
6013014_23193_0_0	9	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	9	0	111	120	962	970	H16b	0	459	30806	1	0	0
6014985_23193_0_0	32	1	0	0	0	0	0	0	2	1	0	0	33	0	1	0	0	0	0	0	0	0	33	0	141	174	979	992	J1c2	0	467	33390	0	0	0
6008377_23193_0_0	33	2	1	0	0	0	0	0	2	0	0	0	36	0	1	1	0	0	0	0	0	0	36	0	140	176	721	730	U2c	0	593	35864	0	0	0
6000480_23193_0_0	30	1	0	0	0	0	0	0	2	1	0	0	31	0	1	0	0	0	0	0	0	0	31	0	67	98	1342	1365	U5b1b1+@16192	0	471	28270	0	0	0
6019795_23193_0_0	37	1	0	0	1	0	0	0	2	2	1	0	39	0	1	0	0	0	0	0	0	0	39	0	146	185	772	783	T1a1a1	0	463	27292	1	0	0
