s	n_liftover_r2_snvs_with_mismatchrefallele	n_liftover_r2_homoplasmic_insertions_rel_to_grch38	n_liftover_r2_homoplasmic_deletions_rel_to_grch38	n_liftover_r2_heteroplasmic_indels_first_site_swapped_to_grch38	n_liftover_r2_heteroplasmic_deletions_with_internal_sites_swapped_to_grch38	n_liftover_r2_het_insertions_sharing_lhs_with_hom_ref_deletion	n_liftover_r2_heteroplasmic_deletions_sharing_lhs_with_homoplasmic_insertion_spanning_rhs	n_liftover_r2_heteroplasmic_deletions_spanning_only_lhs_of_homoplasmic_insertion	n_liftover_r2_sites_with_fancy_flip	n_liftover_r2_success_sites_flipped	n_liftover_r2_left_alignment_of_indels	n_liftover_r2_round2_failed_sites	n_liftover_r2_round2_fixed_sites	n_liftover_r2_round2_success_injected	n_liftover_r2_snvs_complex_liftover	n_liftover_r2_ref_insertion_new_haplos	n_liftover_r2_deletions_with_first_allele_and_internal_switches	n_liftover_r2_hom_dele_with_indels_reverted	n_liftover_r2_het_dele_span_insert_repaired_with_complex_rework	n_liftover_r2_het_deletions_span_insertions	n_liftover_r2_new_dupes_left_shift_failed	n_liftover_r2_fixed_indelStraddlesMultipleIntevals	n_liftover_r1_round1_failed_sites	n_liftover_changed_selfref_and_passed	n_liftover_r1_pass	n_liftover_r2_pass	mean_coverage	median_coverage	major_haplogroup	contamination	nuc_variants_pass	n_reads_unpaired_dropped	nuc_variants_dropped	mtdna_consensus_overlaps	nuc_consensus_overlaps
4038813_23193_0_0	35	1	0	0	0	0	0	0	1	1	0	0	36	0	0	0	0	0	0	0	0	0	36	0	70	106	1197	1206	K1a4a1b1	0	491	28267	0	0	0
4072280_23193_0_0	9	1	0	0	0	0	0	0	1	1	0	0	10	0	0	0	0	0	0	0	0	0	10	0	108	118	860	870	H18	0	464	24968	1	0	0
4046987_23193_0_0	40	1	0	0	1	0	0	0	1	1	0	0	42	0	0	0	0	0	0	0	0	0	42	0	154	196	877	888	W1c1	0	479	27238	0	0	0
4003362_23193_0_0	13	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	13	0	108	121	727	736	H+195	0	460	26922	0	0	0
4090491_23193_0_0	12	1	0	0	0	0	0	0	1	1	0	0	13	0	0	0	0	0	0	0	0	0	13	0	199	212	624	632	H3aa	0	416	28395	0	0	0
4048472_23193_0_0	34	1	1	0	1	0	0	0	0	0	1	0	37	0	0	0	0	0	0	0	0	0	37	0	113	150	965	973	T2b	0	442	25762	1	0	0
4003595_23193_0_0	22	2	0	0	0	0	0	0	1	1	0	0	24	0	0	0	0	0	0	0	0	0	24	0	123	147	594	602	R0a3a	0	486	23090	0	0	0
4093685_23193_0_0	12	1	0	0	0	0	0	0	1	1	0	0	13	0	0	0	0	0	0	0	0	0	13	0	108	121	881	890	H1a4	0	446	28048	0	0	0
4055472_23193_0_0	36	1	0	0	0	0	0	0	1	1	0	0	37	0	0	0	0	0	0	0	0	0	37	0	168	205	774	788	N1a1a1a3	0	585	24666	1	0	2
4022902_23193_0_0	40	2	0	0	0	0	0	0	2	1	0	0	42	0	1	1	0	0	0	0	0	0	42	0	60	102	1451	1468	W1c1	0	538	25433	0	0	0
4035350_23193_0_0	15	1	0	0	0	0	0	0	1	1	0	0	16	0	0	0	0	0	0	0	0	0	16	0	134	150	756	768	H6a1b2	0	453	27503	0	0	0
4076674_23193_0_0	30	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	30	0	162	192	781	790	K2a	0	524	29806	0	0	0
4013565_23193_0_0	20	1	0	0	0	0	0	0	1	1	0	0	21	0	0	0	0	0	0	0	0	0	21	0	76	97	1121	1138	HV1a'b'c	0	405	29665	1	0	0
4007790_23193_0_0	34	2	0	0	1	0	0	0	1	2	1	0	37	0	0	1	0	0	0	0	0	0	37	0	136	173	767	775	T2b3+151	0	465	27843	0	0	0
4092655_23193_0_0	11	1	0	0	0	0	0	0	1	1	0	0	12	0	0	0	0	0	0	0	0	0	12	0	67	79	1563	1584	H1bn	0	481	27639	0	0	0
4080064_23193_0_0	29	2	1	0	0	0	0	0	1	1	0	0	32	0	0	1	0	0	0	0	0	0	32	0	85	117	1319	1340	A14	0	560	25170	0	0	0
4073119_23193_0_0	31	1	1	0	0	0	0	0	2	1	0	0	33	0	1	0	0	0	0	0	0	0	33	0	21	54	1718	1741	U5a1b1e	0	450	34575	0	0	0
4080493_23193_0_0	11	1	0	0	0	0	0	0	1	1	0	0	12	0	0	0	0	0	0	0	0	0	12	0	287	299	545	551	H1ai1	0	496	27915	0	0	0
