s	n_liftover_r2_snvs_with_mismatchrefallele	n_liftover_r2_homoplasmic_insertions_rel_to_grch38	n_liftover_r2_homoplasmic_deletions_rel_to_grch38	n_liftover_r2_heteroplasmic_indels_first_site_swapped_to_grch38	n_liftover_r2_heteroplasmic_deletions_with_internal_sites_swapped_to_grch38	n_liftover_r2_het_insertions_sharing_lhs_with_hom_ref_deletion	n_liftover_r2_heteroplasmic_deletions_sharing_lhs_with_homoplasmic_insertion_spanning_rhs	n_liftover_r2_heteroplasmic_deletions_spanning_only_lhs_of_homoplasmic_insertion	n_liftover_r2_sites_with_fancy_flip	n_liftover_r2_success_sites_flipped	n_liftover_r2_left_alignment_of_indels	n_liftover_r2_round2_failed_sites	n_liftover_r2_round2_fixed_sites	n_liftover_r2_round2_success_injected	n_liftover_r2_snvs_complex_liftover	n_liftover_r2_ref_insertion_new_haplos	n_liftover_r2_deletions_with_first_allele_and_internal_switches	n_liftover_r2_hom_dele_with_indels_reverted	n_liftover_r2_het_dele_span_insert_repaired_with_complex_rework	n_liftover_r2_het_deletions_span_insertions	n_liftover_r2_new_dupes_left_shift_failed	n_liftover_r2_fixed_indelStraddlesMultipleIntevals	n_liftover_r1_round1_failed_sites	n_liftover_changed_selfref_and_passed	n_liftover_r1_pass	n_liftover_r2_pass	mean_coverage	median_coverage	major_haplogroup	contamination	nuc_variants_pass	n_reads_unpaired_dropped	nuc_variants_dropped	mtdna_consensus_overlaps	nuc_consensus_overlaps
1593601_23193_0_0	19	3	0	0	0	0	0	0	1	1	0	0	22	0	0	2	0	0	0	0	0	0	22	0	143	165	682	692	V10b	0	459	26696	0	0	0
1549259_23193_0_0	34	2	0	0	1	0	0	0	2	1	1	0	37	0	1	1	0	0	0	0	0	0	37	0	77	114	1438	1448	T2b2b1	0	526	43193	1	0	0
1537314_23193_0_0	34	1	0	0	0	0	0	0	1	1	0	0	35	0	0	0	0	0	0	0	0	0	35	0	109	144	886	904	U4a1a3	0	511	32941	0	0	0
1565996_23193_0_0	27	1	1	0	0	0	0	0	1	1	0	0	29	0	0	0	0	0	0	0	0	0	29	0	87	116	1234	1252	U5b1	0	473	25928	0	0	0
5655366_23193_0_0	33	1	0	0	0	0	0	0	2	1	0	0	34	0	1	0	0	0	0	0	0	0	34	0	122	156	788	801	J2b1	0	427	29825	0	0	0
5684092_23193_0_0	31	1	0	0	0	0	0	0	1	0	0	0	32	0	1	0	0	0	0	0	0	0	32	0	88	120	993	1021	R6a1	0	479	25365	0	0	0
5622456_23193_0_0	35	1	1	0	0	0	0	0	1	1	0	0	37	0	0	0	0	0	0	0	0	0	37	0	47	84	1097	1108	L3d4	0	502	34844	0	0	0
5623108_23193_0_0	13	1	0	0	0	0	0	0	2	1	0	0	14	0	1	0	0	0	0	0	0	0	14	0	224	238	464	476	H1+16189	0	441	26060	0	0	0
5683797_23193_0_0	9	1	0	0	0	0	0	0	1	1	0	0	10	0	0	0	0	0	0	0	0	0	10	0	53	63	891	903	H23	0	501	25606	0	0	0
5626358_23193_0_0	34	1	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	35	0	124	159	602	609	T2a1a8	0	465	33271	0	0	0
5617478_23193_0_0	17	1	0	0	0	0	0	0	1	2	0	0	18	0	0	0	0	0	0	0	0	0	18	0	90	108	1006	1017	V7	0	460	30238	0	0	0
5692955_23193_0_0	36	1	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	37	0	133	170	1007	1019	J2a1a1	0	496	29710	0	0	0
5697427_23193_0_0	34	2	0	0	0	0	0	0	2	1	0	0	36	0	1	1	0	0	0	0	0	0	36	0	136	172	885	895	T2b	0	390	31758	0	0	0
5612834_23193_0_0	34	3	0	0	0	0	0	0	2	1	0	0	37	1	1	1	0	0	0	0	0	0	36	0	67	103	1621	1639	U4b2a1a	0	433	34926	0	0	0
5640088_23193_0_0	39	1	0	0	0	0	0	0	2	1	0	0	40	0	1	0	0	0	0	0	0	0	40	0	180	220	869	878	J1b1a1e	0	444	29506	0	0	0
5677676_23193_0_0	35	2	0	0	0	0	0	0	1	1	0	0	37	0	0	1	0	0	0	0	0	0	37	0	61	98	1156	1166	K2a	0	331	34136	0	0	0
5618772_23193_0_0	1	1	0	0	0	0	0	0	1	1	0	0	2	0	0	0	0	0	0	0	0	0	2	0	108	110	1084	1101	M30c	0	520	27604	1	0	0
5602842_23193_0_0	19	1	1	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	21	0	82	103	931	941	H4a1a4b	0	375	27480	0	0	0
