s	n_liftover_r2_snvs_with_mismatchrefallele	n_liftover_r2_homoplasmic_insertions_rel_to_grch38	n_liftover_r2_homoplasmic_deletions_rel_to_grch38	n_liftover_r2_heteroplasmic_indels_first_site_swapped_to_grch38	n_liftover_r2_heteroplasmic_deletions_with_internal_sites_swapped_to_grch38	n_liftover_r2_het_insertions_sharing_lhs_with_hom_ref_deletion	n_liftover_r2_heteroplasmic_deletions_sharing_lhs_with_homoplasmic_insertion_spanning_rhs	n_liftover_r2_heteroplasmic_deletions_spanning_only_lhs_of_homoplasmic_insertion	n_liftover_r2_sites_with_fancy_flip	n_liftover_r2_success_sites_flipped	n_liftover_r2_left_alignment_of_indels	n_liftover_r2_round2_failed_sites	n_liftover_r2_round2_fixed_sites	n_liftover_r2_round2_success_injected	n_liftover_r2_snvs_complex_liftover	n_liftover_r2_ref_insertion_new_haplos	n_liftover_r2_deletions_with_first_allele_and_internal_switches	n_liftover_r2_hom_dele_with_indels_reverted	n_liftover_r2_het_dele_span_insert_repaired_with_complex_rework	n_liftover_r2_het_deletions_span_insertions	n_liftover_r2_new_dupes_left_shift_failed	n_liftover_r2_fixed_indelStraddlesMultipleIntevals	n_liftover_r1_round1_failed_sites	n_liftover_changed_selfref_and_passed	n_liftover_r1_pass	n_liftover_r2_pass	mean_coverage	median_coverage	major_haplogroup	contamination	nuc_variants_pass	n_reads_unpaired_dropped	nuc_variants_dropped	mtdna_consensus_overlaps	nuc_consensus_overlaps
1753674_23193_0_0	12	2	0	0	0	0	0	0	1	1	0	0	14	0	0	1	0	0	0	0	0	0	14	0	81	95	1301	1334	H1b	0	390	30954	0	0	0
1716900_23193_0_0	17	1	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	18	0	100	118	1086	1098	H6a1a	0	514	26670	0	0	0
1796244_23193_0_0	36	1	0	0	0	0	0	0	1	0	0	0	37	0	1	0	0	0	0	0	0	0	37	0	119	156	755	768	I2	0	413	32452	0	0	0
1776159_23193_0_0	13	2	0	0	0	0	0	0	1	1	0	0	15	0	0	1	0	0	0	0	0	0	15	0	232	247	635	642	H3+16311	0	484	24717	0	0	0
1776707_23193_0_0	11	1	0	0	0	0	0	0	1	1	0	0	12	0	0	0	0	0	0	0	0	0	12	0	135	147	1054	1065	H1v	0	428	32696	0	0	0
1748764_23193_0_0	34	1	0	0	0	0	0	0	2	1	0	0	35	0	1	0	0	0	0	0	0	0	35	0	140	175	742	758	X2b4a1	0	479	33236	0	0	0
1780088_23193_0_0	29	2	0	0	0	0	0	0	1	0	0	0	31	0	0	1	0	0	0	0	0	0	31	0	106	137	785	794	U5b3	0	564	27776	0	0	0
1732950_23193_0_0	11	0	1	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	12	0	346	358	697	703	H1+16239	0	496	27772	0	0	0
1719470_23193_0_0	11	1	0	0	0	0	0	0	1	0	0	0	12	0	1	0	0	0	0	0	0	0	12	0	119	131	783	789	H1u1	0	383	27438	0	0	0
1704847_23193_0_0	34	2	0	0	0	0	0	0	1	0	0	0	36	0	1	0	0	0	0	0	0	0	36	0	145	181	921	933	K1a3a1b	0	548	28144	0	0	0
1780662_23193_0_0	35	1	0	0	0	0	0	0	1	1	0	0	36	0	0	0	0	0	0	0	0	0	36	0	90	126	957	966	K1a3a	0	523	35275	0	0	0
1720840_23193_0_0	33	1	0	0	0	0	0	0	1	1	0	0	34	0	0	0	0	0	0	0	0	0	34	0	78	112	1260	1273	J1c3f	0	504	29499	0	0	0
1711557_23193_0_0	32	2	0	0	0	0	0	0	1	1	0	0	34	0	0	1	0	0	0	0	0	0	34	0	83	117	984	1005	J1c2	0	457	29612	0	0	0
1745567_23193_0_0	32	1	0	0	0	0	0	0	2	2	0	0	33	0	1	0	0	0	0	0	0	0	33	0	179	212	668	676	J1c3b1a	0	455	28006	0	0	0
1762128_23193_0_0	39	2	0	0	0	0	0	0	1	1	0	0	41	0	0	0	0	0	0	0	0	0	41	0	142	183	764	778	I1a1	0	476	24212	0	0	0
1734236_23193_0_0	11	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	11	0	150	161	631	638	H5	0	470	35863	0	0	0
1780623_23193_0_0	39	1	0	0	0	0	0	0	2	1	0	0	40	0	1	0	0	0	0	0	0	0	40	0	76	116	1118	1129	D1j1a1	0	458	32117	0	0	0
1711370_23193_0_0	16	2	0	0	0	0	0	0	2	1	0	0	18	0	1	1	0	0	0	0	0	0	18	0	159	177	818	827	V	0	523	23662	0	0	0
