s	n_liftover_r2_snvs_with_mismatchrefallele	n_liftover_r2_homoplasmic_insertions_rel_to_grch38	n_liftover_r2_homoplasmic_deletions_rel_to_grch38	n_liftover_r2_heteroplasmic_indels_first_site_swapped_to_grch38	n_liftover_r2_heteroplasmic_deletions_with_internal_sites_swapped_to_grch38	n_liftover_r2_het_insertions_sharing_lhs_with_hom_ref_deletion	n_liftover_r2_heteroplasmic_deletions_sharing_lhs_with_homoplasmic_insertion_spanning_rhs	n_liftover_r2_heteroplasmic_deletions_spanning_only_lhs_of_homoplasmic_insertion	n_liftover_r2_sites_with_fancy_flip	n_liftover_r2_success_sites_flipped	n_liftover_r2_left_alignment_of_indels	n_liftover_r2_round2_failed_sites	n_liftover_r2_round2_fixed_sites	n_liftover_r2_round2_success_injected	n_liftover_r2_snvs_complex_liftover	n_liftover_r2_ref_insertion_new_haplos	n_liftover_r2_deletions_with_first_allele_and_internal_switches	n_liftover_r2_hom_dele_with_indels_reverted	n_liftover_r2_het_dele_span_insert_repaired_with_complex_rework	n_liftover_r2_het_deletions_span_insertions	n_liftover_r2_new_dupes_left_shift_failed	n_liftover_r2_fixed_indelStraddlesMultipleIntevals	n_liftover_r1_round1_failed_sites	n_liftover_changed_selfref_and_passed	n_liftover_r1_pass	n_liftover_r2_pass	mean_coverage	median_coverage	major_haplogroup	contamination	nuc_variants_pass	n_reads_unpaired_dropped	nuc_variants_dropped	mtdna_consensus_overlaps	nuc_consensus_overlaps
1251963_23193_0_0	17	1	1	0	0	0	0	0	2	1	0	0	19	0	1	0	0	0	0	0	0	0	19	0	77	96	900	915	H4a1	0	435	29658	0	0	0
1252504_23193_0_0	18	1	0	0	0	0	0	0	1	0	0	0	19	0	1	0	0	0	0	0	0	0	19	0	225	244	476	487	HV0+195	0	497	28909	0	0	0
1268906_23193_0_0	33	1	0	0	0	0	0	0	1	1	0	0	34	0	0	0	0	0	0	0	0	0	34	0	85	119	1272	1293	T2b	0	478	31207	0	0	0
1235615_23193_0_0	31	1	0	0	0	0	0	0	1	1	0	0	32	0	0	0	0	0	0	0	0	0	32	0	78	110	1170	1180	J1c2b	0	486	28388	0	0	0
1267616_23193_0_0	33	1	1	0	0	0	0	0	2	1	0	0	35	0	1	0	0	0	0	0	0	0	35	0	134	169	981	990	K1c1	0	410	29711	0	0	0
1278535_23193_0_0	11	3	0	0	0	0	0	0	1	1	0	0	14	0	0	2	0	0	0	0	0	0	14	0	313	327	781	805	H1b2	0	433	35870	0	0	0
1272040_23193_0_0	34	3	0	0	0	0	0	0	1	2	0	0	37	0	0	1	0	0	0	0	0	0	37	0	179	216	992	1013	U2e1g	0	416	22195	0	0	0
1250444_23193_0_0	35	1	0	0	0	0	0	0	1	1	0	0	36	0	0	0	0	0	0	0	0	0	36	0	110	146	1029	1042	K1a4a1	0	478	32278	0	0	0
1281994_23193_0_0	16	1	0	0	0	0	0	0	2	2	0	0	17	0	1	0	0	0	0	0	0	0	17	0	96	113	1209	1221	V15a	0	420	30167	0	0	0
1264280_23193_0_0	33	2	0	0	0	0	0	0	1	1	0	0	35	0	0	0	0	0	0	0	0	0	35	0	75	110	912	918	K1a4d	0	463	21710	0	0	0
1254767_23193_0_0	37	1	0	0	0	0	0	0	1	1	0	0	38	0	0	0	0	0	0	0	0	0	38	0	168	206	745	754	W3a1c	0	469	27559	0	0	0
1255687_23193_0_0	34	1	0	0	0	0	0	0	1	1	0	0	35	0	0	0	0	0	0	0	0	0	35	0	126	161	1080	1090	T2a1a	0	556	30518	0	0	0
1286666_23193_0_0	40	1	1	0	0	0	0	0	4	1	0	0	42	0	3	0	0	0	0	0	0	0	42	0	103	145	1161	1170	J1b1a1e	0	419	29314	0	0	0
1213113_23193_0_0	13	1	0	0	0	0	0	0	1	1	0	0	14	0	0	0	0	0	0	0	0	0	14	0	49	63	1688	1711	H3a1a	0	471	29647	0	0	0
1201695_23193_0_0	39	1	0	0	0	0	0	0	1	1	0	0	40	0	0	0	0	0	0	0	0	0	40	0	54	94	1089	1107	W3a1	0	434	32392	0	0	0
1254893_23193_0_0	12	3	0	0	0	0	0	0	2	1	0	0	15	0	0	1	0	0	0	0	0	0	15	0	81	96	1159	1175	H5e1	0	430	32125	0	0	0
1239281_23193_0_0	34	1	0	1	0	0	0	0	1	0	0	0	36	0	0	0	0	0	0	0	0	0	36	0	69	105	1420	1460	U4c1	0	462	26862	0	0	0
1269795_23193_0_0	37	1	0	0	0	0	0	0	2	1	0	0	38	0	1	0	0	0	0	0	0	0	38	0	118	156	1090	1102	K1a1b1a	0	501	31054	1	0	0
