s	n_liftover_r2_snvs_with_mismatchrefallele	n_liftover_r2_homoplasmic_insertions_rel_to_grch38	n_liftover_r2_homoplasmic_deletions_rel_to_grch38	n_liftover_r2_heteroplasmic_indels_first_site_swapped_to_grch38	n_liftover_r2_heteroplasmic_deletions_with_internal_sites_swapped_to_grch38	n_liftover_r2_het_insertions_sharing_lhs_with_hom_ref_deletion	n_liftover_r2_heteroplasmic_deletions_sharing_lhs_with_homoplasmic_insertion_spanning_rhs	n_liftover_r2_heteroplasmic_deletions_spanning_only_lhs_of_homoplasmic_insertion	n_liftover_r2_sites_with_fancy_flip	n_liftover_r2_success_sites_flipped	n_liftover_r2_left_alignment_of_indels	n_liftover_r2_round2_failed_sites	n_liftover_r2_round2_fixed_sites	n_liftover_r2_round2_success_injected	n_liftover_r2_snvs_complex_liftover	n_liftover_r2_ref_insertion_new_haplos	n_liftover_r2_deletions_with_first_allele_and_internal_switches	n_liftover_r2_hom_dele_with_indels_reverted	n_liftover_r2_het_dele_span_insert_repaired_with_complex_rework	n_liftover_r2_het_deletions_span_insertions	n_liftover_r2_new_dupes_left_shift_failed	n_liftover_r2_fixed_indelStraddlesMultipleIntevals	n_liftover_r1_round1_failed_sites	n_liftover_changed_selfref_and_passed	n_liftover_r1_pass	n_liftover_r2_pass	mean_coverage	median_coverage	major_haplogroup	contamination	nuc_variants_pass	n_reads_unpaired_dropped	nuc_variants_dropped	mtdna_consensus_overlaps	nuc_consensus_overlaps
2669081_23193_0_0	33	1	0	0	1	0	0	0	1	1	0	0	35	0	0	0	0	0	0	0	0	0	35	0	114	149	966	970	W1	0	485	31983	0	0	0
2610939_23193_0_0	12	1	1	0	0	0	0	0	1	1	0	0	14	0	0	0	0	0	0	0	0	0	14	0	120	134	829	838	H5a1d	0	545	28132	0	0	0
2622634_23193_0_0	41	2	1	0	0	0	0	0	3	1	0	0	44	0	2	0	0	0	0	0	0	0	44	0	153	197	1063	1075	I1a1e	0	447	22664	2	0	2
2650703_23193_0_0	14	0	0	0	0	0	0	0	1	0	0	0	14	0	1	0	0	0	0	0	0	0	14	0	116	130	1073	1086	H+195	0	423	29091	0	0	0
2682722_23193_0_0	34	2	0	0	0	0	0	0	1	2	0	0	36	0	0	0	0	0	0	0	0	0	36	0	102	138	1199	1215	K1a3a1	0	395	32539	0	0	0
2634104_23193_0_0	30	2	0	0	0	0	0	0	1	1	0	0	32	0	0	1	0	0	0	0	0	0	32	0	98	130	861	875	J1c1g1	0	505	24832	0	0	0
2693136_23193_0_0	31	1	1	0	0	0	0	0	3	2	0	0	33	0	2	0	0	0	0	0	0	0	33	0	101	134	859	872	X2b8	0	459	28435	0	0	0
2695570_23193_0_0	14	1	0	0	0	0	0	0	1	1	0	0	15	0	0	0	0	0	0	0	0	0	15	0	99	114	904	914	H4a1a1	0	438	21580	0	0	0
2674736_23193_0_0	14	1	0	0	0	0	0	0	1	1	0	0	15	0	0	0	0	0	0	0	0	0	15	0	89	104	983	993	HV0a	0	500	22050	0	0	0
2674275_23193_0_0	33	2	0	0	1	0	0	0	1	2	0	0	36	0	0	1	0	1	0	0	0	0	36	0	195	231	685	693	T2e1	0	447	27825	0	0	0
2653327_23193_0_0	11	1	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	12	0	108	120	939	959	H1g1	0	369	26656	0	0	0
2651950_23193_0_0	11	2	0	0	0	0	0	0	1	1	0	0	13	0	0	0	0	0	0	0	0	0	13	0	218	231	1164	1179	H1e2c	0	481	28898	0	0	0
2685793_23193_0_0	36	1	0	0	0	0	0	0	1	1	0	0	37	0	0	0	0	0	0	0	0	0	37	0	103	140	959	968	W5a1a	0	526	24802	0	0	0
2640858_23193_0_0	33	1	0	0	0	0	0	0	1	1	0	0	34	0	0	0	0	0	0	0	0	0	34	0	85	119	962	978	X2b+226	0	469	27545	0	0	0
2674177_23193_0_0	23	2	0	0	0	0	0	0	1	1	0	0	25	0	0	1	0	0	0	0	0	0	25	0	98	123	951	960	U5a1g	0	434	27899	0	0	0
2627554_23193_0_0	32	2	0	0	0	0	0	0	2	1	0	0	34	0	1	0	0	0	0	0	0	0	34	0	82	116	994	1008	U5b2c2b	0	510	28443	0	0	0
2659405_23193_0_0	25	0	0	0	0	0	0	0	1	0	0	0	25	0	1	0	0	0	0	0	0	0	25	0	160	185	613	622	U5a2b4	0	513	31976	0	0	0
2679088_23193_0_0	13	1	0	0	0	0	0	0	1	1	0	0	14	0	0	0	0	0	0	0	0	0	14	0	210	224	813	824	H5	0	539	26129	0	0	0
